,Title,Type,Release Year,Rating,Seasons,Genres,Vote Average
1266,I Hate Suzie,SHOW,2020,TV-MA,2.0,"['comedy', 'drama']",6.8
1267,I Hate Suzie,SHOW,2020,TV-MA,2.0,"['comedy', 'drama']",6.8
1268,Landscapers,SHOW,2021,TV-MA,1.0,"['crime', 'drama', 'comedy']",6.8
1269,Landscapers,SHOW,2021,TV-MA,1.0,"['crime', 'drama', 'comedy']",6.8
1270,Landscapers,SHOW,2021,TV-MA,1.0,"['crime', 'drama', 'comedy']",6.8
1271,Gunpowder,SHOW,2017,TV-MA,1.0,"['war', 'drama', 'history', 'european']",6.8
1272,Gunpowder,SHOW,2017,TV-MA,1.0,"['war', 'drama', 'history', 'european']",6.8
1273,Gunpowder,SHOW,2017,TV-MA,1.0,"['war', 'drama', 'history', 'european']",6.8
1274,Gunpowder,SHOW,2017,TV-MA,1.0,"['war', 'drama', 'history', 'european']",6.8
1275,Tell Me You Love Me,SHOW,2007,TV-MA,1.0,"['drama', 'comedy', 'family', 'romance']",6.8
1276,Tell Me You Love Me,SHOW,2007,TV-MA,1.0,"['drama', 'comedy', 'family', 'romance']",6.8
1277,Tell Me You Love Me,SHOW,2007,TV-MA,1.0,"['drama', 'comedy', 'family', 'romance']",6.8
1278,Tell Me You Love Me,SHOW,2007,TV-MA,1.0,"['drama', 'comedy', 'family', 'romance']",6.8
1279,Starstruck,SHOW,2021,TV-MA,2.0,"['comedy', 'reality']",6.8
1280,Starstruck,SHOW,2021,TV-MA,2.0,"['comedy', 'reality']",6.8
1281,Teen Titans Go!,SHOW,2013,TV-PG,8.0,"['scifi', 'comedy', 'action', 'family', 'crime', 'animation', 'fantasy']",6.8
1282,Teen Titans Go!,SHOW,2013,TV-PG,8.0,"['scifi', 'comedy', 'action', 'family', 'crime', 'animation', 'fantasy']",6.8
1283,Teen Titans Go!,SHOW,2013,TV-PG,8.0,"['scifi', 'comedy', 'action', 'family', 'crime', 'animation', 'fantasy']",6.8
1284,Teen Titans Go!,SHOW,2013,TV-PG,8.0,"['scifi', 'comedy', 'action', 'family', 'crime', 'animation', 'fantasy']",6.8
1285,Teen Titans Go!,SHOW,2013,TV-PG,8.0,"['scifi', 'comedy', 'action', 'family', 'crime', 'animation', 'fantasy']",6.8
1286,Teen Titans Go!,SHOW,2013,TV-PG,8.0,"['scifi', 'comedy', 'action', 'family', 'crime', 'animation', 'fantasy']",6.8
1287,Teen Titans Go!,SHOW,2013,TV-PG,8.0,"['scifi', 'comedy', 'action', 'family', 'crime', 'animation', 'fantasy']",6.8
1288,Hello Ladies,SHOW,2013,TV-MA,1.0,['comedy'],6.8
1289,Tanner '88,SHOW,1988,Unknown,2.0,"['reality', 'war', 'comedy', 'drama']",6.8
1290,Tanner '88,SHOW,1988,Unknown,2.0,"['reality', 'war', 'comedy', 'drama']",6.8
1291,Tanner '88,SHOW,1988,Unknown,2.0,"['reality', 'war', 'comedy', 'drama']",6.8
1292,Tanner '88,SHOW,1988,Unknown,2.0,"['reality', 'war', 'comedy', 'drama']",6.8
1293,Heaven's Gate: The Cult of Cults,SHOW,2020,TV-MA,1.0,"['documentation', 'crime']",6.792
1294,Heaven's Gate: The Cult of Cults,SHOW,2020,TV-MA,1.0,"['documentation', 'crime']",6.792
1295,Stath Lets Flats,SHOW,2018,TV-MA,3.0,['comedy'],6.789
1296,Trixie Motel,SHOW,2022,TV-14,1.0,['reality'],6.75
1297,Family Matters,SHOW,1989,TV-G,9.0,"['comedy', 'family', 'scifi', 'drama']",6.746
1298,Family Matters,SHOW,1989,TV-G,9.0,"['comedy', 'family', 'scifi', 'drama']",6.746
1299,Family Matters,SHOW,1989,TV-G,9.0,"['comedy', 'family', 'scifi', 'drama']",6.746
1300,Family Matters,SHOW,1989,TV-G,9.0,"['comedy', 'family', 'scifi', 'drama']",6.746
1301,Ballers,SHOW,2015,TV-MA,5.0,"['drama', 'comedy', 'sport']",6.712
1302,Ballers,SHOW,2015,TV-MA,5.0,"['drama', 'comedy', 'sport']",6.712
1303,Ballers,SHOW,2015,TV-MA,5.0,"['drama', 'comedy', 'sport']",6.712
1304,Mike & Molly,SHOW,2010,TV-14,6.0,"['comedy', 'romance']",6.704
1305,Mike & Molly,SHOW,2010,TV-14,6.0,"['comedy', 'romance']",6.704
1306,The Jamie Foxx Show,SHOW,1996,TV-14,5.0,['comedy'],6.7
1307,Billy on the Street,SHOW,2011,TV-14,6.0,"['comedy', 'reality']",6.7
1308,Billy on the Street,SHOW,2011,TV-14,6.0,"['comedy', 'reality']",6.7
1309,A Different World,SHOW,1987,TV-14,6.0,['comedy'],6.7
1310,Getting On,SHOW,2013,TV-MA,3.0,['comedy'],6.68
1311,Isabel,SHOW,2021,TV-MA,1.0,['drama'],6.679
1312,Birdgirl,SHOW,2021,TV-MA,2.0,"['fantasy', 'animation', 'comedy']",6.667
1313,Birdgirl,SHOW,2021,TV-MA,2.0,"['fantasy', 'animation', 'comedy']",6.667
1314,Birdgirl,SHOW,2021,TV-MA,2.0,"['fantasy', 'animation', 'comedy']",6.667
1315,This Is Luna,SHOW,2022,TV-MA,1.0,"['drama', 'comedy', 'romance']",6.667
1316,This Is Luna,SHOW,2022,TV-MA,1.0,"['drama', 'comedy', 'romance']",6.667
1317,This Is Luna,SHOW,2022,TV-MA,1.0,"['drama', 'comedy', 'romance']",6.667
1318,Luck,SHOW,2012,TV-MA,2.0,"['drama', 'sport']",6.656
1319,Luck,SHOW,2012,TV-MA,2.0,"['drama', 'sport']",6.656
1320,100 Foot Wave,SHOW,2021,TV-14,2.0,"['sport', 'documentation']",6.6
1321,100 Foot Wave,SHOW,2021,TV-14,2.0,"['sport', 'documentation']",6.6
1322,Mind Over Murder,SHOW,2022,TV-MA,1.0,"['documentation', 'crime']",6.6
1323,Mind Over Murder,SHOW,2022,TV-MA,1.0,"['documentation', 'crime']",6.6
1324,DMZ,SHOW,2022,TV-MA,1.0,"['drama', 'scifi', 'thriller', 'war', 'action']",6.6
1325,DMZ,SHOW,2022,TV-MA,1.0,"['drama', 'scifi', 'thriller', 'war', 'action']",6.6
1326,DMZ,SHOW,2022,TV-MA,1.0,"['drama', 'scifi', 'thriller', 'war', 'action']",6.6
1327,DMZ,SHOW,2022,TV-MA,1.0,"['drama', 'scifi', 'thriller', 'war', 'action']",6.6
1328,DMZ,SHOW,2022,TV-MA,1.0,"['drama', 'scifi', 'thriller', 'war', 'action']",6.6
1329,The Third Day,SHOW,2020,TV-MA,1.0,"['scifi', 'drama', 'horror', 'thriller']",6.6
1330,The Third Day,SHOW,2020,TV-MA,1.0,"['scifi', 'drama', 'horror', 'thriller']",6.6
1331,The Third Day,SHOW,2020,TV-MA,1.0,"['scifi', 'drama', 'horror', 'thriller']",6.6
1332,The Third Day,SHOW,2020,TV-MA,1.0,"['scifi', 'drama', 'horror', 'thriller']",6.6
1333,If God Is Willing and da Creek Don't Rise,SHOW,2010,TV-MA,1.0,['documentation'],6.6
1334,Avenue 5,SHOW,2020,TV-MA,2.0,"['comedy', 'scifi']",6.594
1335,Avenue 5,SHOW,2020,TV-MA,2.0,"['comedy', 'scifi']",6.594
1336,We're Here,SHOW,2020,TV-MA,3.0,['reality'],6.548
1337,Family Tree,SHOW,2013,TV-MA,1.0,['comedy'],6.536
1338,Adult Material,SHOW,2020,TV-MA,1.0,['drama'],6.526
1339,Garfunkel and Oates,SHOW,2012,TV-MA,1.0,['comedy'],6.5
1340,Dolores: The Truth About the Wanninkhof Case,SHOW,2021,TV-14,1.0,"['documentation', 'crime']",6.5
1341,Dolores: The Truth About the Wanninkhof Case,SHOW,2021,TV-14,1.0,"['documentation', 'crime']",6.5
1342,Delocated,SHOW,2008,TV-MA,3.0,['comedy'],6.5
1343,Small Town News: KPVM Pahrump,SHOW,2021,TV-14,1.0,['documentation'],6.5
1344,Mostly 4 Millennials,SHOW,2018,TV-MA,1.0,['comedy'],6.5
1345,Expecting Amy,SHOW,2020,TV-MA,1.0,"['documentation', 'comedy']",6.5
1346,Expecting Amy,SHOW,2020,TV-MA,1.0,"['documentation', 'comedy']",6.5
1347,"China, IL",SHOW,2011,TV-14,3.0,"['animation', 'comedy']",6.5
1348,"China, IL",SHOW,2011,TV-14,3.0,"['animation', 'comedy']",6.5
1349,Phoenix Rising,SHOW,2022,TV-MA,1.0,"['documentation', 'crime']",6.5
1350,Phoenix Rising,SHOW,2022,TV-MA,1.0,"['documentation', 'crime']",6.5
1351,The Casual Vacancy,SHOW,2015,TV-14,1.0,['drama'],6.5
1352,Allen v. Farrow,SHOW,2021,TV-MA,1.0,"['documentation', 'crime']",6.48
1353,Allen v. Farrow,SHOW,2021,TV-MA,1.0,"['documentation', 'crime']",6.48
1354,John from Cincinnati,SHOW,2007,TV-MA,1.0,"['scifi', 'drama', 'fantasy']",6.45
1355,John from Cincinnati,SHOW,2007,TV-MA,1.0,"['scifi', 'drama', 'fantasy']",6.45
1356,John from Cincinnati,SHOW,2007,TV-MA,1.0,"['scifi', 'drama', 'fantasy']",6.45
1357,YOLO,SHOW,2020,TV-14,2.0,"['comedy', 'fantasy', 'animation']",6.444
1358,YOLO,SHOW,2020,TV-14,2.0,"['comedy', 'fantasy', 'animation']",6.444
1359,YOLO,SHOW,2020,TV-14,2.0,"['comedy', 'fantasy', 'animation']",6.444
1360,Saving the King,SHOW,2022,Unknown,1.0,['documentation'],6.4
1361,Wipeout,SHOW,2008,TV-14,7.0,"['reality', 'comedy', 'family']",6.4
1362,Wipeout,SHOW,2008,TV-14,7.0,"['reality', 'comedy', 'family']",6.4
1363,Wipeout,SHOW,2008,TV-14,7.0,"['reality', 'comedy', 'family']",6.4
1364,Divorce,SHOW,2016,TV-MA,3.0,"['comedy', 'drama']",6.4
1365,Divorce,SHOW,2016,TV-MA,3.0,"['comedy', 'drama']",6.4
1366,Edge of the Earth,SHOW,2022,TV-MA,1.0,"['documentation', 'sport', 'action']",6.4
1367,Edge of the Earth,SHOW,2022,TV-MA,1.0,"['documentation', 'sport', 'action']",6.4
1368,Edge of the Earth,SHOW,2022,TV-MA,1.0,"['documentation', 'sport', 'action']",6.4
1369,Random Acts of Flyness,SHOW,2018,TV-MA,2.0,"['comedy', 'scifi', 'drama', 'fantasy']",6.4
1370,Random Acts of Flyness,SHOW,2018,TV-MA,2.0,"['comedy', 'scifi', 'drama', 'fantasy']",6.4
1371,Random Acts of Flyness,SHOW,2018,TV-MA,2.0,"['comedy', 'scifi', 'drama', 'fantasy']",6.4
1372,Random Acts of Flyness,SHOW,2018,TV-MA,2.0,"['comedy', 'scifi', 'drama', 'fantasy']",6.4
1373,Naomi,SHOW,2022,TV-PG,1.0,"['scifi', 'action', 'drama', 'animation']",6.4
1374,Naomi,SHOW,2022,TV-PG,1.0,"['scifi', 'action', 'drama', 'animation']",6.4
1375,Naomi,SHOW,2022,TV-PG,1.0,"['scifi', 'action', 'drama', 'animation']",6.4
1376,Naomi,SHOW,2022,TV-PG,1.0,"['scifi', 'action', 'drama', 'animation']",6.4
1377,Laetitia,SHOW,2020,Unknown,1.0,"['drama', 'thriller', 'crime']",6.35
1378,Laetitia,SHOW,2020,Unknown,1.0,"['drama', 'thriller', 'crime']",6.35
1379,Laetitia,SHOW,2020,Unknown,1.0,"['drama', 'thriller', 'crime']",6.35
1380,The Baby,SHOW,2022,TV-MA,1.0,"['comedy', 'horror']",6.33
1381,The Baby,SHOW,2022,TV-MA,1.0,"['comedy', 'horror']",6.33
1382,Hung,SHOW,2009,Unknown,3.0,"['comedy', 'drama']",6.3
1383,Hung,SHOW,2009,Unknown,3.0,"['comedy', 'drama']",6.3
1384,María Marta: The Country Club Crime,SHOW,2022,Unknown,1.0,"['drama', 'thriller', 'crime']",6.3
1385,María Marta: The Country Club Crime,SHOW,2022,Unknown,1.0,"['drama', 'thriller', 'crime']",6.3
1386,María Marta: The Country Club Crime,SHOW,2022,Unknown,1.0,"['drama', 'thriller', 'crime']",6.3
1387,Call Me Kat,SHOW,2021,TV-14,3.0,['comedy'],6.3
1388,A World of Calm,SHOW,2020,TV-G,1.0,['documentation'],6.3
1389,Profugos,SHOW,2011,TV-MA,2.0,"['action', 'crime', 'drama', 'thriller']",6.3
1390,Profugos,SHOW,2011,TV-MA,2.0,"['action', 'crime', 'drama', 'thriller']",6.3
1391,Profugos,SHOW,2011,TV-MA,2.0,"['action', 'crime', 'drama', 'thriller']",6.3
1392,Profugos,SHOW,2011,TV-MA,2.0,"['action', 'crime', 'drama', 'thriller']",6.3
1393,Paradise,SHOW,2021,TV-MA,2.0,"['drama', 'scifi', 'action']",6.3
1394,Paradise,SHOW,2021,TV-MA,2.0,"['drama', 'scifi', 'action']",6.3
1395,Paradise,SHOW,2021,TV-MA,2.0,"['drama', 'scifi', 'action']",6.3
1396,The Thaw,SHOW,2022,TV-14,1.0,"['drama', 'crime']",6.278
1397,The Thaw,SHOW,2022,TV-14,1.0,"['drama', 'crime']",6.278
1398,Ben 10,SHOW,2005,TV-Y7,4.0,"['comedy', 'scifi', 'action', 'family', 'animation']",8.144
1399,Ben 10,SHOW,2016,TV-Y7,5.0,"['comedy', 'action', 'scifi', 'animation', 'family', 'documentation']",6.259
1400,Ben 10,SHOW,2005,TV-Y7,4.0,"['comedy', 'scifi', 'action', 'family', 'animation']",8.144
1401,Ben 10,SHOW,2016,TV-Y7,5.0,"['comedy', 'action', 'scifi', 'animation', 'family', 'documentation']",6.259
1402,Ben 10,SHOW,2005,TV-Y7,4.0,"['comedy', 'scifi', 'action', 'family', 'animation']",8.144
1403,Ben 10,SHOW,2016,TV-Y7,5.0,"['comedy', 'action', 'scifi', 'animation', 'family', 'documentation']",6.259
1404,Ben 10,SHOW,2005,TV-Y7,4.0,"['comedy', 'scifi', 'action', 'family', 'animation']",8.144
1405,Ben 10,SHOW,2016,TV-Y7,5.0,"['comedy', 'action', 'scifi', 'animation', 'family', 'documentation']",6.259
1406,Ben 10,SHOW,2005,TV-Y7,4.0,"['comedy', 'scifi', 'action', 'family', 'animation']",8.144
1407,Ben 10,SHOW,2016,TV-Y7,5.0,"['comedy', 'action', 'scifi', 'animation', 'family', 'documentation']",6.259
1408,Ben 10,SHOW,2005,TV-Y7,4.0,"['comedy', 'scifi', 'action', 'family', 'animation']",8.144
1409,Ben 10,SHOW,2016,TV-Y7,5.0,"['comedy', 'action', 'scifi', 'animation', 'family', 'documentation']",6.259
1410,The Sylvester & Tweety Mysteries,SHOW,1995,TV-Y7,5.0,"['comedy', 'crime', 'family', 'animation']",6.253
1411,The Sylvester & Tweety Mysteries,SHOW,1995,TV-Y7,5.0,"['comedy', 'crime', 'family', 'animation']",6.253
1412,The Sylvester & Tweety Mysteries,SHOW,1995,TV-Y7,5.0,"['comedy', 'crime', 'family', 'animation']",6.253
1413,The Sylvester & Tweety Mysteries,SHOW,1995,TV-Y7,5.0,"['comedy', 'crime', 'family', 'animation']",6.253
1414,Animals.,SHOW,2016,TV-MA,3.0,"['animation', 'comedy']",6.235
1415,Animals.,SHOW,2016,TV-MA,3.0,"['animation', 'comedy']",6.235
1416,Gaming Wall St,SHOW,2022,TV-MA,1.0,['documentation'],6.222
1417,Girls,SHOW,2012,TV-MA,6.0,"['drama', 'comedy']",6.2
1418,Girls,SHOW,2012,TV-MA,6.0,"['drama', 'comedy']",6.2
1419,Sort Of,SHOW,2021,TV-MA,3.0,"['comedy', 'drama']",6.2
1420,Sort Of,SHOW,2021,TV-MA,3.0,"['comedy', 'drama']",6.2
1421,Full Frontal with Samantha Bee,SHOW,2016,TV-MA,8.0,['comedy'],6.2
1422,15: A Quinceañera Story,SHOW,2017,TV-PG,1.0,['documentation'],6.2
1423,"What Happened, Brittany Murphy?",SHOW,2021,TV-MA,1.0,"['documentation', 'crime']",6.158
1424,"What Happened, Brittany Murphy?",SHOW,2021,TV-MA,1.0,"['documentation', 'crime']",6.158
1425,Five Days,SHOW,2007,TV-MA,2.0,"['drama', 'crime', 'thriller']",6.143
1426,Five Days,SHOW,2007,TV-MA,2.0,"['drama', 'crime', 'thriller']",6.143
1427,Five Days,SHOW,2007,TV-MA,2.0,"['drama', 'crime', 'thriller']",6.143
1428,Leaving Neverland,SHOW,2019,TV-MA,1.0,['documentation'],6.137
1429,García!,SHOW,2022,TV-MA,1.0,"['scifi', 'drama', 'thriller', 'action']",6.1
1430,García!,SHOW,2022,TV-MA,1.0,"['scifi', 'drama', 'thriller', 'action']",6.1
1431,García!,SHOW,2022,TV-MA,1.0,"['scifi', 'drama', 'thriller', 'action']",6.1
1432,García!,SHOW,2022,TV-MA,1.0,"['scifi', 'drama', 'thriller', 'action']",6.1
1433,Project Greenlight,SHOW,2001,TV-MA,4.0,"['documentation', 'reality']",6.1
1434,Project Greenlight,SHOW,2001,TV-MA,4.0,"['documentation', 'reality']",6.1
1435,Vote for Juan,SHOW,2019,TV-14,3.0,['comedy'],6.067
1436,The Teenage Psychic,SHOW,2017,Unknown,2.0,"['drama', 'romance', 'comedy', 'fantasy']",6.05
1437,The Teenage Psychic,SHOW,2017,Unknown,2.0,"['drama', 'romance', 'comedy', 'fantasy']",6.05
1438,The Teenage Psychic,SHOW,2017,Unknown,2.0,"['drama', 'romance', 'comedy', 'fantasy']",6.05
1439,The Teenage Psychic,SHOW,2017,Unknown,2.0,"['drama', 'romance', 'comedy', 'fantasy']",6.05
1440,Real Time with Bill Maher,SHOW,2003,TV-MA,21.0,['comedy'],6.015
1441,Flordelis: A Family Crime,SHOW,2022,Unknown,1.0,['documentation'],6.0
1442,"Bilardo, the Soccer Doctor",SHOW,2022,TV-MA,1.0,['documentation'],6.0
1443,Halfworlds,SHOW,2015,Unknown,3.0,"['thriller', 'fantasy', 'horror']",6.0
1444,Halfworlds,SHOW,2015,Unknown,3.0,"['thriller', 'fantasy', 'horror']",6.0
1445,Halfworlds,SHOW,2015,Unknown,3.0,"['thriller', 'fantasy', 'horror']",6.0
1446,Adventure of the Ring,SHOW,2020,TV-14,1.0,"['drama', 'comedy', 'romance']",6.0
1447,Adventure of the Ring,SHOW,2020,TV-14,1.0,"['drama', 'comedy', 'romance']",6.0
1448,Adventure of the Ring,SHOW,2020,TV-14,1.0,"['drama', 'comedy', 'romance']",6.0
1449,Mamon,SHOW,2015,TV-MA,1.0,"['crime', 'thriller', 'european']",6.0
1450,Mamon,SHOW,2015,TV-MA,1.0,"['crime', 'thriller', 'european']",6.0
1451,Mamon,SHOW,2015,TV-MA,1.0,"['crime', 'thriller', 'european']",6.0
1452,Hangin' with Mr. Cooper,SHOW,1992,TV-PG,5.0,"['comedy', 'family', 'sport']",6.0
1453,Hangin' with Mr. Cooper,SHOW,1992,TV-PG,5.0,"['comedy', 'family', 'sport']",6.0
1454,Hangin' with Mr. Cooper,SHOW,1992,TV-PG,5.0,"['comedy', 'family', 'sport']",6.0
1455,Saving My Tomorrow,SHOW,2014,TV-G,1.0,"['documentation', 'family']",6.0
1456,Saving My Tomorrow,SHOW,2014,TV-G,1.0,"['documentation', 'family']",6.0
1457,Ballmastrz: 9009,SHOW,2018,TV-14,2.0,"['animation', 'action', 'comedy', 'scifi', 'sport']",6.0
1458,Ballmastrz: 9009,SHOW,2018,TV-14,2.0,"['animation', 'action', 'comedy', 'scifi', 'sport']",6.0
1459,Ballmastrz: 9009,SHOW,2018,TV-14,2.0,"['animation', 'action', 'comedy', 'scifi', 'sport']",6.0
1460,Ballmastrz: 9009,SHOW,2018,TV-14,2.0,"['animation', 'action', 'comedy', 'scifi', 'sport']",6.0
1461,Ballmastrz: 9009,SHOW,2018,TV-14,2.0,"['animation', 'action', 'comedy', 'scifi', 'sport']",6.0
1462,Dream Raider,SHOW,2020,TV-MA,1.0,"['thriller', 'crime', 'scifi']",6.0
1463,Dream Raider,SHOW,2020,TV-MA,1.0,"['thriller', 'crime', 'scifi']",6.0
1464,Dream Raider,SHOW,2020,TV-MA,1.0,"['thriller', 'crime', 'scifi']",6.0
1465,The Weight Of The Nation For Kids,SHOW,2012,Unknown,1.0,['documentation'],6.0
1466,PAUSE with Sam Jay,SHOW,2021,TV-MA,2.0,[],6.0
1467,Unveiled: Surviving La Luz del Mundo,SHOW,2022,TV-MA,1.0,"['documentation', 'crime']",6.0
1468,Unveiled: Surviving La Luz del Mundo,SHOW,2022,TV-MA,1.0,"['documentation', 'crime']",6.0
1469,I Don't Like Driving,SHOW,2022,Unknown,1.0,['comedy'],6.0
1470,Happily Ever After: Fairy Tales for Every Child,SHOW,1995,TV-Y,3.0,"['animation', 'drama', 'horror', 'fantasy', 'thriller', 'comedy', 'family']",6.0
1471,Happily Ever After: Fairy Tales for Every Child,SHOW,1995,TV-Y,3.0,"['animation', 'drama', 'horror', 'fantasy', 'thriller', 'comedy', 'family']",6.0
1472,Happily Ever After: Fairy Tales for Every Child,SHOW,1995,TV-Y,3.0,"['animation', 'drama', 'horror', 'fantasy', 'thriller', 'comedy', 'family']",6.0
1473,Happily Ever After: Fairy Tales for Every Child,SHOW,1995,TV-Y,3.0,"['animation', 'drama', 'horror', 'fantasy', 'thriller', 'comedy', 'family']",6.0
1474,Happily Ever After: Fairy Tales for Every Child,SHOW,1995,TV-Y,3.0,"['animation', 'drama', 'horror', 'fantasy', 'thriller', 'comedy', 'family']",6.0
1475,Happily Ever After: Fairy Tales for Every Child,SHOW,1995,TV-Y,3.0,"['animation', 'drama', 'horror', 'fantasy', 'thriller', 'comedy', 'family']",6.0
1476,Happily Ever After: Fairy Tales for Every Child,SHOW,1995,TV-Y,3.0,"['animation', 'drama', 'horror', 'fantasy', 'thriller', 'comedy', 'family']",6.0
1477,El Pionero,SHOW,2019,Unknown,1.0,['documentation'],6.0
1478,2 Dope Queens,SHOW,2018,TV-MA,2.0,['comedy'],5.9
1479,Bugs Bunny Builders,SHOW,2022,TV-Y,1.0,"['animation', 'comedy', 'family']",5.9
1480,Bugs Bunny Builders,SHOW,2022,TV-Y,1.0,"['animation', 'comedy', 'family']",5.9
1481,Bugs Bunny Builders,SHOW,2022,TV-Y,1.0,"['animation', 'comedy', 'family']",5.9
1482,Room 104,SHOW,2017,TV-MA,4.0,"['thriller', 'drama', 'fantasy', 'horror', 'scifi', 'comedy']",5.882
1483,Room 104,SHOW,2017,TV-MA,4.0,"['thriller', 'drama', 'fantasy', 'horror', 'scifi', 'comedy']",5.882
1484,Room 104,SHOW,2017,TV-MA,4.0,"['thriller', 'drama', 'fantasy', 'horror', 'scifi', 'comedy']",5.882
1485,Room 104,SHOW,2017,TV-MA,4.0,"['thriller', 'drama', 'fantasy', 'horror', 'scifi', 'comedy']",5.882
1486,Room 104,SHOW,2017,TV-MA,4.0,"['thriller', 'drama', 'fantasy', 'horror', 'scifi', 'comedy']",5.882
1487,Room 104,SHOW,2017,TV-MA,4.0,"['thriller', 'drama', 'fantasy', 'horror', 'scifi', 'comedy']",5.882
1488,Queen Stars Brazil,SHOW,2022,TV-14,1.0,['reality'],5.8
1489,4 Blocks,SHOW,2017,TV-PG,3.0,"['drama', 'crime', 'european']",5.748
1490,4 Blocks,SHOW,2017,TV-PG,3.0,"['drama', 'crime', 'european']",5.748
1491,4 Blocks,SHOW,2017,TV-PG,3.0,"['drama', 'crime', 'european']",5.748
1492,Grisse,SHOW,2018,Unknown,1.0,"['action', 'drama']",5.6
1493,Grisse,SHOW,2018,Unknown,1.0,"['action', 'drama']",5.6
1494,Apple & Onion,SHOW,2018,TV-Y7,3.0,"['animation', 'comedy', 'family', 'music']",5.6
1495,Apple & Onion,SHOW,2018,TV-Y7,3.0,"['animation', 'comedy', 'family', 'music']",5.6
1496,Apple & Onion,SHOW,2018,TV-Y7,3.0,"['animation', 'comedy', 'family', 'music']",5.6
1497,Apple & Onion,SHOW,2018,TV-Y7,3.0,"['animation', 'comedy', 'family', 'music']",5.6
1498,The Hype,SHOW,2021,Unknown,2.0,['reality'],5.5
1499,Sweet Life: Los Angeles,SHOW,2021,Unknown,2.0,['reality'],5.5
1500,Black and Missing,SHOW,2021,TV-MA,1.0,"['documentation', 'crime']",5.5
1501,Black and Missing,SHOW,2021,TV-MA,1.0,"['documentation', 'crime']",5.5
1502,The Anarchists,SHOW,2022,TV-MA,1.0,['documentation'],5.5
1503,Other Parents,SHOW,2019,Unknown,2.0,['comedy'],5.4
1504,One Perfect Shot,SHOW,2022,TV-MA,1.0,['documentation'],5.4
1505,Oh Hell,SHOW,2022,TV-MA,1.0,"['drama', 'comedy']",5.4
1506,Oh Hell,SHOW,2022,TV-MA,1.0,"['drama', 'comedy']",5.4
1507,Black Jesus,SHOW,2014,TV-MA,3.0,['comedy'],5.4
1508,How to Screw It All Up,SHOW,2022,TV-MA,1.0,['drama'],5.3
1509,Possessions,SHOW,2020,Unknown,1.0,['drama'],5.25
1510,Rachel Dratch's Late Night Snack,SHOW,2016,Unknown,2.0,['comedy'],5.0
1511,Hack My Life,SHOW,2015,TV-14,6.0,"['documentation', 'reality', 'comedy']",5.0
1512,Hack My Life,SHOW,2015,TV-14,6.0,"['documentation', 'reality', 'comedy']",5.0
1513,Hack My Life,SHOW,2015,TV-14,6.0,"['documentation', 'reality', 'comedy']",5.0
1514,Irina Rimes: On My Way,SHOW,2022,TV-MA,1.0,['documentation'],5.0
1515,Low Country: The Murdaugh Dynasty,SHOW,2022,TV-MA,1.0,"['documentation', 'crime']",5.0
1516,Low Country: The Murdaugh Dynasty,SHOW,2022,TV-MA,1.0,"['documentation', 'crime']",5.0
1517,Total DramaRama,SHOW,2018,TV-Y7,3.0,"['animation', 'comedy', 'family']",5.0
1518,Total DramaRama,SHOW,2018,TV-Y7,3.0,"['animation', 'comedy', 'family']",5.0
1519,Total DramaRama,SHOW,2018,TV-Y7,3.0,"['animation', 'comedy', 'family']",5.0
1520,Level Playing Field,SHOW,2021,TV-14,1.0,"['documentation', 'sport']",5.0
1521,Level Playing Field,SHOW,2021,TV-14,1.0,"['documentation', 'sport']",5.0
1522,Food Lore,SHOW,2019,Unknown,1.0,[],5.0
1523,The Powerpuff Girls,SHOW,1998,TV-Y7,7.0,"['animation', 'action', 'family', 'fantasy', 'scifi', 'comedy']",7.539
1524,The Powerpuff Girls,SHOW,2016,TV-Y7,3.0,"['action', 'family', 'animation', 'fantasy', 'scifi', 'thriller', 'comedy']",4.865
1525,The Powerpuff Girls,SHOW,1998,TV-Y7,7.0,"['animation', 'action', 'family', 'fantasy', 'scifi', 'comedy']",7.539
1526,The Powerpuff Girls,SHOW,2016,TV-Y7,3.0,"['action', 'family', 'animation', 'fantasy', 'scifi', 'thriller', 'comedy']",4.865
1527,The Powerpuff Girls,SHOW,1998,TV-Y7,7.0,"['animation', 'action', 'family', 'fantasy', 'scifi', 'comedy']",7.539
1528,The Powerpuff Girls,SHOW,2016,TV-Y7,3.0,"['action', 'family', 'animation', 'fantasy', 'scifi', 'thriller', 'comedy']",4.865
1529,The Powerpuff Girls,SHOW,1998,TV-Y7,7.0,"['animation', 'action', 'family', 'fantasy', 'scifi', 'comedy']",7.539
1530,The Powerpuff Girls,SHOW,2016,TV-Y7,3.0,"['action', 'family', 'animation', 'fantasy', 'scifi', 'thriller', 'comedy']",4.865
1531,The Powerpuff Girls,SHOW,1998,TV-Y7,7.0,"['animation', 'action', 'family', 'fantasy', 'scifi', 'comedy']",7.539
1532,The Powerpuff Girls,SHOW,2016,TV-Y7,3.0,"['action', 'family', 'animation', 'fantasy', 'scifi', 'thriller', 'comedy']",4.865
1533,The Powerpuff Girls,SHOW,1998,TV-Y7,7.0,"['animation', 'action', 'family', 'fantasy', 'scifi', 'comedy']",7.539
1534,The Powerpuff Girls,SHOW,2016,TV-Y7,3.0,"['action', 'family', 'animation', 'fantasy', 'scifi', 'thriller', 'comedy']",4.865
