,Title,Type,Country,Director,Cast,Release Year,Rating,Duration,Genre,Vote Average
677,Lifechanger,Movie,Canada,Justin McConnell,"Lora Burke, Jack Foley, Bill Oberst Jr., Elitsa Bako, Sam James White, Rachel Vanduzer, Steve Kasan",2018,TV-MA,84 min, Thrillers,7.64
678,Shimmer Lake,Movie,"Canada, United States",Oren Uziel,"Benjamin Walker, Rainn Wilson, Rob Corddry, Adam Pally, Ron Livingston, John Michael Higgins, Wyatt Russell, Stephanie Sigman, Mark Rendall, Isabel Dove, Angela Vint",2017,TV-MA,87 min,Dramas,7.636
679,Shimmer Lake,Movie,"Canada, United States",Oren Uziel,"Benjamin Walker, Rainn Wilson, Rob Corddry, Adam Pally, Ron Livingston, John Michael Higgins, Wyatt Russell, Stephanie Sigman, Mark Rendall, Isabel Dove, Angela Vint",2017,TV-MA,87 min, Independent Movies,7.636
680,Shimmer Lake,Movie,"Canada, United States",Oren Uziel,"Benjamin Walker, Rainn Wilson, Rob Corddry, Adam Pally, Ron Livingston, John Michael Higgins, Wyatt Russell, Stephanie Sigman, Mark Rendall, Isabel Dove, Angela Vint",2017,TV-MA,87 min, Thrillers,7.636
681,The Sum of All Fears,Movie,"United States, Germany, Canada",Phil Alden Robinson,"Ben Affleck, Morgan Freeman, Bridget Moynahan, James Cromwell, Liev Schreiber, Michael Byrne, Colm Feore, Alan Bates, Ron Rifkin, Ciarán Hinds, Bruce McGill, Richard Marner, Philip Baker Hall",2002,PG-13,124 min,Action & Adventure,7.634
682,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Movie,United States,Stephen Kijak,"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant",2018,TV-MA,97 min,Documentaries,7.632
683,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Movie,United States,Stephen Kijak,"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant",2018,TV-MA,97 min, Music & Musicals,7.632
684,Generation Iron 3,Movie,United States,Vlad Yudin,Unknown,2018,TV-MA,95 min,Documentaries,7.627
685,Generation Iron 3,Movie,United States,Vlad Yudin,Unknown,2018,TV-MA,95 min, Sports Movies,7.627
686,Islands of Faith,Movie,Indonesia,Chairun Nissa,Unknown,2018,TV-PG,88 min,Documentaries,7.625
687,Islands of Faith,Movie,Indonesia,Chairun Nissa,Unknown,2018,TV-PG,88 min, Faith & Spirituality,7.625
688,Islands of Faith,Movie,Indonesia,Chairun Nissa,Unknown,2018,TV-PG,88 min, International Movies,7.625
689,Sarvam Thaala Mayam (Telugu Version),Movie,India,Rajiv Menon,"G.V. Prakash Kumar, Nedumudi Venu, Aparna Balamurali, Divyadarshini, Vineeth, Kumaravel, Ravi Prakash, Sumesh",2018,TV-14,131 min,Dramas,7.625
690,Sarvam Thaala Mayam (Telugu Version),Movie,India,Rajiv Menon,"G.V. Prakash Kumar, Nedumudi Venu, Aparna Balamurali, Divyadarshini, Vineeth, Kumaravel, Ravi Prakash, Sumesh",2018,TV-14,131 min, International Movies,7.625
691,Sarvam Thaala Mayam (Telugu Version),Movie,India,Rajiv Menon,"G.V. Prakash Kumar, Nedumudi Venu, Aparna Balamurali, Divyadarshini, Vineeth, Kumaravel, Ravi Prakash, Sumesh",2018,TV-14,131 min, Music & Musicals,7.625
692,Apollo 18,Movie,"United States, Canada",Gonzalo López-Gallego,"Warren Christie, Lloyd Owen, Ryan Robbins, Michael Kopsa, Andrew Airlie",2011,PG-13,87 min,Horror Movies,7.619
693,Apollo 18,Movie,"United States, Canada",Gonzalo López-Gallego,"Warren Christie, Lloyd Owen, Ryan Robbins, Michael Kopsa, Andrew Airlie",2011,PG-13,87 min, Sci-Fi & Fantasy,7.619
694,Apollo 18,Movie,"United States, Canada",Gonzalo López-Gallego,"Warren Christie, Lloyd Owen, Ryan Robbins, Michael Kopsa, Andrew Airlie",2011,PG-13,87 min, Thrillers,7.619
695,Elephants Dream 4 Hour,Movie,Netherlands,Bassam Kurdali,"Cas Jansen, Tygo Gernandt",2006,TV-MA,196 min,International Movies,7.619
696,Elephants Dream 4 Hour,Movie,Netherlands,Bassam Kurdali,"Cas Jansen, Tygo Gernandt",2006,TV-MA,196 min, Sci-Fi & Fantasy,7.619
697,Fabrizio Copano: Solo pienso en mi,Movie,Chile,"Rodrigo Toro, Francisco Schultz",Fabrizio Copano,2017,TV-MA,60 min,Stand-Up Comedy,7.615
698,Mokalik (Mechanic),Movie,Nigeria,Kunle Afolayan,"Tooni Afolayan, Ayo Ogunshina, Dayo Akinpelu, Simi Ogunleye, Femi Adebayo, Lateef Adedimeji, Damilola Ogunsi, Rasaq Olayiwola, Ayo Adesanya, Wale Akorede, Toyosi Benjamin, Hamzat Sherifdeen, Samuel Olasehinde",2019,TV-14,100 min,Dramas,7.612
699,Mokalik (Mechanic),Movie,Nigeria,Kunle Afolayan,"Tooni Afolayan, Ayo Ogunshina, Dayo Akinpelu, Simi Ogunleye, Femi Adebayo, Lateef Adedimeji, Damilola Ogunsi, Rasaq Olayiwola, Ayo Adesanya, Wale Akorede, Toyosi Benjamin, Hamzat Sherifdeen, Samuel Olasehinde",2019,TV-14,100 min, International Movies,7.612
700,Ram Prasad Ki Tehrvi,Movie,India,Seema Pahwa,"Supriya Pathak, Parambrata Chatterjee, Konkona Sen Sharma, Vikrant Massey, Manoj Pahwa, Vinay Pathak, Ninad Kamat, Naseeruddin Shah",2019,TV-14,113 min,Dramas,7.611
701,Ram Prasad Ki Tehrvi,Movie,India,Seema Pahwa,"Supriya Pathak, Parambrata Chatterjee, Konkona Sen Sharma, Vikrant Massey, Manoj Pahwa, Vinay Pathak, Ninad Kamat, Naseeruddin Shah",2019,TV-14,113 min, Independent Movies,7.611
702,Ram Prasad Ki Tehrvi,Movie,India,Seema Pahwa,"Supriya Pathak, Parambrata Chatterjee, Konkona Sen Sharma, Vikrant Massey, Manoj Pahwa, Vinay Pathak, Ninad Kamat, Naseeruddin Shah",2019,TV-14,113 min, International Movies,7.611
703,Soldier,Movie,India,Abbas Mustan,"Rakhee Gulzar, Bobby Deol, Preity Zinta",1998,TV-14,155 min,Comedies,7.611
704,Soldier,Movie,India,Abbas Mustan,"Rakhee Gulzar, Bobby Deol, Preity Zinta",1998,TV-14,155 min, Dramas,7.611
705,Soldier,Movie,India,Abbas Mustan,"Rakhee Gulzar, Bobby Deol, Preity Zinta",1998,TV-14,155 min, International Movies,7.611
706,Unbridled,Movie,Spain,Jota Linares,"Natalia de Molina, Daniel Grao, Natalia Mateo, Ignacio Mateos, Borja Luna, Mario Tardón, Mariana Cordero",2018,TV-MA,100 min,International Movies,7.608
707,Unbridled,Movie,Spain,Jota Linares,"Natalia de Molina, Daniel Grao, Natalia Mateo, Ignacio Mateos, Borja Luna, Mario Tardón, Mariana Cordero",2018,TV-MA,100 min, Thrillers,7.608
708,Welcome,Movie,India,Anees Bazmee,"Akshay Kumar, Katrina Kaif, Nana Patekar, Anil Kapoor, Paresh Rawal, Mallika Sherawat, Feroz Khan, Ruslaan Mumtaz, Sunil Shetty, Malaika Arora, Asrani",2007,TV-PG,149 min,Comedies,7.607
709,Welcome,Movie,India,Anees Bazmee,"Akshay Kumar, Katrina Kaif, Nana Patekar, Anil Kapoor, Paresh Rawal, Mallika Sherawat, Feroz Khan, Ruslaan Mumtaz, Sunil Shetty, Malaika Arora, Asrani",2007,TV-PG,149 min, International Movies,7.607
710,Welcome,Movie,India,Anees Bazmee,"Akshay Kumar, Katrina Kaif, Nana Patekar, Anil Kapoor, Paresh Rawal, Mallika Sherawat, Feroz Khan, Ruslaan Mumtaz, Sunil Shetty, Malaika Arora, Asrani",2007,TV-PG,149 min, Music & Musicals,7.607
711,Todd Barry: Spicy Honey,Movie,United States,Jay Chapman,Todd Barry,2017,TV-MA,61 min,Stand-Up Comedy,7.605
712,Austin Powers: The Spy Who Shagged Me,Movie,United States,Jay Roach,"Mike Myers, Heather Graham, Michael York, Robert Wagner, Rob Lowe, Seth Green, Mindy Sterling, Verne Troyer, Elizabeth Hurley, Will Ferrell",1999,PG-13,95 min,Action & Adventure,7.604
713,Austin Powers: The Spy Who Shagged Me,Movie,United States,Jay Roach,"Mike Myers, Heather Graham, Michael York, Robert Wagner, Rob Lowe, Seth Green, Mindy Sterling, Verne Troyer, Elizabeth Hurley, Will Ferrell",1999,PG-13,95 min, Comedies,7.604
714,Austin Powers: The Spy Who Shagged Me,Movie,United States,Jay Roach,"Mike Myers, Heather Graham, Michael York, Robert Wagner, Rob Lowe, Seth Green, Mindy Sterling, Verne Troyer, Elizabeth Hurley, Will Ferrell",1999,PG-13,95 min, Sci-Fi & Fantasy,7.604
715,Barbie & Her Sisters in a Pony Tale,Movie,United States,Kyran Kelly,"Kelly Sheridan, Kazumi Evans, Claire Corlett, Ashlyn Drummond, Alex Kelly, Tabitha St. Germain, Shannon Chan-Kent",2013,TV-Y,74 min,Children & Family Movies,7.6
716,A 3 Minute Hug,Movie,"Mexico, United States",Everardo González,Unknown,2019,TV-PG,28 min,Documentaries,7.6
717,A 3 Minute Hug,Movie,"Mexico, United States",Everardo González,Unknown,2019,TV-PG,28 min, International Movies,7.6
718,Dieter Nuhr: Nuhr in Berlin,Movie,Germany,Volker Weicker,Dieter Nuhr,2016,TV-MA,69 min,Stand-Up Comedy,7.6
719,Winter on Fire: Ukraine's Fight for Freedom,Movie,"United Kingdom, Ukraine, United States",Evgeny Afineevsky,Unknown,2015,TV-MA,99 min,Documentaries,7.6
720,Winter on Fire: Ukraine's Fight for Freedom,Movie,"United Kingdom, Ukraine, United States",Evgeny Afineevsky,Unknown,2015,TV-MA,99 min, International Movies,7.6
721,Creating The Queen's Gambit,Movie,United States,Unknown,Unknown,2021,TV-14,14 min,Documentaries,7.6
722,Total Recall,Movie,"United States, Mexico",Paul Verhoeven,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Michael Ironside, Ronny Cox, Marshall Bell, Michael Champion, Mel Johnson Jr., Roy Brocksmith, Rosemary Dunsmore",1990,R,114 min,Action & Adventure,7.6
723,Total Recall,Movie,"United States, Mexico",Paul Verhoeven,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Michael Ironside, Ronny Cox, Marshall Bell, Michael Champion, Mel Johnson Jr., Roy Brocksmith, Rosemary Dunsmore",1990,R,114 min, Sci-Fi & Fantasy,7.6
724,My Fair Lady,Movie,United States,George Cukor,"Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfred Hyde-White, Gladys Cooper, Jeremy Brett, Theodore Bikel, Mona Washbourne, Isobel Elsom, John Holland, Alan Napier, Marni Nixon",1964,G,173 min,Classic Movies,7.6
725,My Fair Lady,Movie,United States,George Cukor,"Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfred Hyde-White, Gladys Cooper, Jeremy Brett, Theodore Bikel, Mona Washbourne, Isobel Elsom, John Holland, Alan Napier, Marni Nixon",1964,G,173 min, Music & Musicals,7.6
726,The Ballad of Buster Scruggs,Movie,United States,"Joel Coen, Ethan Coen","Liam Neeson, James Franco, Tim Blake Nelson, Tom Waits, Zoe Kazan, Brendan Gleeson",2018,R,133 min,Comedies,7.6
727,The Ballad of Buster Scruggs,Movie,United States,"Joel Coen, Ethan Coen","Liam Neeson, James Franco, Tim Blake Nelson, Tom Waits, Zoe Kazan, Brendan Gleeson",2018,R,133 min, Dramas,7.6
728,Patton Oswalt: Talking for Clapping,Movie,United States,Unknown,Patton Oswalt,2016,TV-MA,66 min,Stand-Up Comedy,7.6
729,Long Time Running,Movie,Canada,"Jennifer Baichwal, Nicholas de Pencier","Gord Downie, Paul Langlois, Gord Sinclair, Rob Baker, Johnny Fay, Justin Trudeau",2017,TV-14,96 min,Documentaries,7.6
730,Long Time Running,Movie,Canada,"Jennifer Baichwal, Nicholas de Pencier","Gord Downie, Paul Langlois, Gord Sinclair, Rob Baker, Johnny Fay, Justin Trudeau",2017,TV-14,96 min, International Movies,7.6
731,Long Time Running,Movie,Canada,"Jennifer Baichwal, Nicholas de Pencier","Gord Downie, Paul Langlois, Gord Sinclair, Rob Baker, Johnny Fay, Justin Trudeau",2017,TV-14,96 min, Music & Musicals,7.6
732,David Cross: Making America Great Again!,Movie,United States,Alex Coletti,David Cross,2016,TV-MA,73 min,Stand-Up Comedy,7.6
733,Just Say Yes,Movie,Netherlands,"Appie Boudellah, Aram van de Rest","Yolanthe Cabau, Noortje Herlaar, Kim-Lian van der Meij, Nienke Plas, Pip Pellens, Jim Bakkum, Huub Smit, Edwin Jonker",2021,TV-MA,98 min,Comedies,7.6
734,Just Say Yes,Movie,Netherlands,"Appie Boudellah, Aram van de Rest","Yolanthe Cabau, Noortje Herlaar, Kim-Lian van der Meij, Nienke Plas, Pip Pellens, Jim Bakkum, Huub Smit, Edwin Jonker",2021,TV-MA,98 min, International Movies,7.6
735,Just Say Yes,Movie,Netherlands,"Appie Boudellah, Aram van de Rest","Yolanthe Cabau, Noortje Herlaar, Kim-Lian van der Meij, Nienke Plas, Pip Pellens, Jim Bakkum, Huub Smit, Edwin Jonker",2021,TV-MA,98 min, Romantic Movies,7.6
736,6-5=2,Movie,India,Bharat Jain,"Prashantt Guptha, Gaurav Paswala, Gaurav Kothari, Disha Kapoor, Niharica Raizada, Ashrut Jain, Darshan Machamada",2014,TV-MA,103 min,Horror Movies,7.6
737,6-5=2,Movie,India,Bharat Jain,"Prashantt Guptha, Gaurav Paswala, Gaurav Kothari, Disha Kapoor, Niharica Raizada, Ashrut Jain, Darshan Machamada",2014,TV-MA,103 min, International Movies,7.6
738,6-5=2,Movie,India,Bharat Jain,"Prashantt Guptha, Gaurav Paswala, Gaurav Kothari, Disha Kapoor, Niharica Raizada, Ashrut Jain, Darshan Machamada",2014,TV-MA,103 min, Thrillers,7.6
739,Santa's Apprentice,Movie,"Australia, France, Ireland",Luc Vinciguerra,"Julie Gayet, Jean-Pierre Marielle, Lorànt Deutsch, Bruno Salomone, Pierre-François Martin-Laval, Didier Brice, Benoît Allemane, Nathan Simony, Daniela Duspara, Max Cullen",2010,TV-G,72 min,Children & Family Movies,7.597
740,Rocky,Movie,United States,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Thayer David, Joe Spinell, Jimmy Gambina, Bill Baldwin",1976,PG,120 min,Action & Adventure,7.595
741,Rocky,Movie,United States,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Thayer David, Joe Spinell, Jimmy Gambina, Bill Baldwin",1976,PG,120 min, Classic Movies,7.595
742,Rocky,Movie,United States,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Thayer David, Joe Spinell, Jimmy Gambina, Bill Baldwin",1976,PG,120 min, Dramas,7.595
743,A Go! Go! Cory Carson Summer Camp,Movie,,"Stanley Moore, Alex Woo","Alan C. Lim, Smith Foreman, Abigail Vibat, Pfifer Chastain, Jim Capobianco, Neena-Sinaii Simpo, Eli Morse, Adelaide Hirasaki, Paul Killam, Kerry Gudjohnsen, Maisie Benson",2020,TV-Y,21 min,Children & Family Movies,7.593
744,Otherhood,Movie,"United Kingdom, United States",Unknown,Unknown,2019,R,101 min,Comedies,7.593
745,Maz Jobrani: Immigrant,Movie,,Maz Jobrani,Maz Jobrani,2017,TV-14,67 min,Stand-Up Comedy,7.588
746,A Family Man,Movie,"Canada, United States",Mark Williams,"Gerard Butler, Gretchen Mol, Alison Brie, Willem Dafoe, Alfred Molina, Maxwell Jenkins, Anupam Kher, Dustin Milligan",2016,R,110 min,Dramas,7.586
747,The White Helmets,Movie,United Kingdom,Orlando von Einsiedel,Unknown,2016,TV-PG,41 min,Documentaries,7.579
748,Rangoon,Movie,India,Vishal Bhardwaj,"Saif Ali Khan, Shahid Kapoor, Kangana Ranaut, Shriswara, Richard McCabe, Satoru Kawaguchi, Surendra Pal, Lin Laishram",2017,TV-14,153 min,Action & Adventure,7.575
749,Rangoon,Movie,India,Vishal Bhardwaj,"Saif Ali Khan, Shahid Kapoor, Kangana Ranaut, Shriswara, Richard McCabe, Satoru Kawaguchi, Surendra Pal, Lin Laishram",2017,TV-14,153 min, Dramas,7.575
750,Rangoon,Movie,India,Vishal Bhardwaj,"Saif Ali Khan, Shahid Kapoor, Kangana Ranaut, Shriswara, Richard McCabe, Satoru Kawaguchi, Surendra Pal, Lin Laishram",2017,TV-14,153 min, International Movies,7.575
751,School Life,Movie,France,"Grand Corps Malade, Mehdi Idir","Zita Hanrot, Liam Pierron, Soufiane Guerrab, Ibrahim Dramé, Moussa Mansaly, Moryfère Camara, Alban Ivanov, Gaspard Gévin-Hié, Antoine Reinartz, Mahamadou Sangaré, Redouane Bougheraba, Hocine Mokando, Aboudou Sacko",2019,TV-MA,112 min,Comedies,7.574
752,School Life,Movie,France,"Grand Corps Malade, Mehdi Idir","Zita Hanrot, Liam Pierron, Soufiane Guerrab, Ibrahim Dramé, Moussa Mansaly, Moryfère Camara, Alban Ivanov, Gaspard Gévin-Hié, Antoine Reinartz, Mahamadou Sangaré, Redouane Bougheraba, Hocine Mokando, Aboudou Sacko",2019,TV-MA,112 min, Dramas,7.574
753,School Life,Movie,France,"Grand Corps Malade, Mehdi Idir","Zita Hanrot, Liam Pierron, Soufiane Guerrab, Ibrahim Dramé, Moussa Mansaly, Moryfère Camara, Alban Ivanov, Gaspard Gévin-Hié, Antoine Reinartz, Mahamadou Sangaré, Redouane Bougheraba, Hocine Mokando, Aboudou Sacko",2019,TV-MA,112 min, International Movies,7.574
754,Luccas Neto in: Children's Day,Movie,,Lucas Margutti,"Luccas Neto, Vivian Duarte, Giobanna Alparone, Jéssica Diehl",2019,TV-G,81 min,Children & Family Movies,7.569
755,Luccas Neto in: Children's Day,Movie,,Lucas Margutti,"Luccas Neto, Vivian Duarte, Giobanna Alparone, Jéssica Diehl",2019,TV-G,81 min, Comedies,7.569
756,Luccas Neto in: Children's Day,Movie,,Lucas Margutti,"Luccas Neto, Vivian Duarte, Giobanna Alparone, Jéssica Diehl",2019,TV-G,81 min, Music & Musicals,7.569
757,Animals on the Loose: A You vs. Wild Movie,Movie,United States,Ben Simms,Bear Grylls,2021,TV-PG,139 min,Children & Family Movies,7.569
758,Department,Movie,India,Ram Gopal Varma,"Amitabh Bachchan, Sanjay Dutt, Rana Daggubati, Vijay Raaz, Abhimanyu Singh, Madhu Shalini, Deepak Tijori, Anjana Sukhani, Manchu Lakshmi",2012,TV-MA,143 min,Action & Adventure,7.569
759,Department,Movie,India,Ram Gopal Varma,"Amitabh Bachchan, Sanjay Dutt, Rana Daggubati, Vijay Raaz, Abhimanyu Singh, Madhu Shalini, Deepak Tijori, Anjana Sukhani, Manchu Lakshmi",2012,TV-MA,143 min, International Movies,7.569
760,Money Talks,Movie,United States,Brett Ratner,"Charlie Sheen, Chris Tucker, Heather Locklear, Paul Sorvino, Gérard Ismaël, Damian Chapa, Elise Neal, Michael Wright, Veronica Cartwright",1997,R,96 min,Action & Adventure,7.565
761,Money Talks,Movie,United States,Brett Ratner,"Charlie Sheen, Chris Tucker, Heather Locklear, Paul Sorvino, Gérard Ismaël, Damian Chapa, Elise Neal, Michael Wright, Veronica Cartwright",1997,R,96 min, Comedies,7.565
762,Heroes: Silence and Rock & Roll,Movie,Spain,Alexis Morante,"Enrique Bunbury, Juan Valdivia, Joaquín Cardiel, Pedro Andreu",2021,TV-MA,95 min,Documentaries,7.562
763,Heroes: Silence and Rock & Roll,Movie,Spain,Alexis Morante,"Enrique Bunbury, Juan Valdivia, Joaquín Cardiel, Pedro Andreu",2021,TV-MA,95 min, International Movies,7.562
764,Heroes: Silence and Rock & Roll,Movie,Spain,Alexis Morante,"Enrique Bunbury, Juan Valdivia, Joaquín Cardiel, Pedro Andreu",2021,TV-MA,95 min, Music & Musicals,7.562
765,Enemy,Movie,"Canada, Spain, France",Denis Villeneuve,"Jake Gyllenhaal, Mélanie Laurent, Sarah Gadon, Isabella Rossellini, Joshua Peace, Tim Post",2013,R,91 min,Independent Movies,7.561
766,Enemy,Movie,"Canada, Spain, France",Denis Villeneuve,"Jake Gyllenhaal, Mélanie Laurent, Sarah Gadon, Isabella Rossellini, Joshua Peace, Tim Post",2013,R,91 min, Thrillers,7.561
767,Krish Trish and Baltiboy: Best Friends Forever,Movie,,"Munjal Shroff, Tilak Shetty","Damandeep Singh Baggan, Smita Malhotra, Deepak Chachra",2016,TV-Y,65 min,Children & Family Movies,7.559
768,Midnight Special,Movie,"United States, Greece",Jeff Nichols,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver, Jaeden Martell, Sam Shepard, Bill Camp, Scott Haze, Paul Sparks",2016,PG-13,112 min,Action & Adventure,7.552
769,Midnight Special,Movie,"United States, Greece",Jeff Nichols,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver, Jaeden Martell, Sam Shepard, Bill Camp, Scott Haze, Paul Sparks",2016,PG-13,112 min, Sci-Fi & Fantasy,7.552
770,Rising Phoenix,Movie,United Kingdom,Unknown,Unknown,2020,PG-13,107 min,Documentaries,7.542
771,Rising Phoenix,Movie,United Kingdom,Unknown,Unknown,2020,PG-13,107 min, International Movies,7.542
772,Rising Phoenix,Movie,United Kingdom,Unknown,Unknown,2020,PG-13,107 min, Sports Movies,7.542
773,The Light of My Eyes,Movie,,Unknown,Unknown,2010,TV-MA,96 min,Dramas,7.541
774,The Light of My Eyes,Movie,,Unknown,Unknown,2010,TV-MA,96 min, International Movies,7.541
775,The Light of My Eyes,Movie,,Unknown,Unknown,2010,TV-MA,96 min, Romantic Movies,7.541
776,22 July,Movie,"Norway, Iceland, United States",Paul Greengrass,"Anders Danielsen Lie, Jon Øigarden, Jonas Strand Gravli, Ola G. Furuseth, Maria Bock, Thorbjørn Harr, Jaden Smith",2018,R,144 min,Dramas,7.538
777,22 July,Movie,"Norway, Iceland, United States",Paul Greengrass,"Anders Danielsen Lie, Jon Øigarden, Jonas Strand Gravli, Ola G. Furuseth, Maria Bock, Thorbjørn Harr, Jaden Smith",2018,R,144 min, Thrillers,7.538
778,Viceroy's House,Movie,"United Kingdom, India, Sweden",Gurinder Chadha,"Hugh Bonneville, Gillian Anderson, Manish Dayal, Huma Qureshi, Michael Gambon, David Hayman, Simon Callow, Denzil Smith, Neeraj Kabi, Tanveer Ghani, Om Puri, Lily Travers",2017,NR,106 min,Dramas,7.538
779,A Mighty Team,Movie,France,Thomas Sorriaux,"Gérard Depardieu, Chantal Lauby, Medi Sadoun, Ilian Bergala, Blanche Gardin, Patrick Timsit, Barbara Cabrita, Jean Dell, Thomas Vandenberghe, Théo Fernandez, Léa Lopez",2016,TV-MA,97 min,Comedies,7.538
780,A Mighty Team,Movie,France,Thomas Sorriaux,"Gérard Depardieu, Chantal Lauby, Medi Sadoun, Ilian Bergala, Blanche Gardin, Patrick Timsit, Barbara Cabrita, Jean Dell, Thomas Vandenberghe, Théo Fernandez, Léa Lopez",2016,TV-MA,97 min, International Movies,7.538
781,A Mighty Team,Movie,France,Thomas Sorriaux,"Gérard Depardieu, Chantal Lauby, Medi Sadoun, Ilian Bergala, Blanche Gardin, Patrick Timsit, Barbara Cabrita, Jean Dell, Thomas Vandenberghe, Théo Fernandez, Léa Lopez",2016,TV-MA,97 min, Sports Movies,7.538
782,Maacher Jhol,Movie,"India, France",Pratim D. Gupta,"Ritwick Chakraborty, Mamata Shankar, Paoli Dam, Kaya Blocksage, Sauraseni Maitra, Arjun Chakrabarty",2017,TV-PG,107 min,Dramas,7.536
783,Maacher Jhol,Movie,"India, France",Pratim D. Gupta,"Ritwick Chakraborty, Mamata Shankar, Paoli Dam, Kaya Blocksage, Sauraseni Maitra, Arjun Chakrabarty",2017,TV-PG,107 min, International Movies,7.536
784,Santana,Movie,"South Africa, Angola","Chris Roland, Maradona Dias Dos Santos","Paulo Americano, Raul Rosario, Rapulana Seiphemo, David O'Hara, Hakeem Kae-Kazim, Neide Vieira, Cigano Satyohamba, Nompilo Gwala",2020,TV-MA,107 min,Action & Adventure,7.533
785,Santana,Movie,"South Africa, Angola","Chris Roland, Maradona Dias Dos Santos","Paulo Americano, Raul Rosario, Rapulana Seiphemo, David O'Hara, Hakeem Kae-Kazim, Neide Vieira, Cigano Satyohamba, Nompilo Gwala",2020,TV-MA,107 min, International Movies,7.533
