,Title,Type,Cast,Release Year,Date Added,Rating,Duration,Genre,Vote Average
349,DuckTales,TV Show,"David Tennant, Danny Pudi, Ben Schwartz, Bobby Moynihan, Kate Micucci, Tony Anselmo",2017,"April 30, 2021",TV-Y7,3 Seasons, Animation,7.586
350,DuckTales,TV Show,"David Tennant, Danny Pudi, Ben Schwartz, Bobby Moynihan, Kate Micucci, Tony Anselmo",2017,"April 30, 2021",TV-Y7,3 Seasons, Comedy,7.586
351,Mission Force One,TV Show,"Justin Felbinger, Fiona Bishop, Ivy Bishop, Issac Ryan Brown, Sam Lavagnino, Dee Bradley Baker",2017,"July 21, 2021",TV-Y,1 Season,Action-Adventure,7.583
352,Mission Force One,TV Show,"Justin Felbinger, Fiona Bishop, Ivy Bishop, Issac Ryan Brown, Sam Lavagnino, Dee Bradley Baker",2017,"July 21, 2021",TV-Y,1 Season, Animation,7.583
353,Mission Force One,TV Show,"Justin Felbinger, Fiona Bishop, Ivy Bishop, Issac Ryan Brown, Sam Lavagnino, Dee Bradley Baker",2017,"July 21, 2021",TV-Y,1 Season, Kids,7.583
354,Miles From Tomorrowland,TV Show,"Olivia Munn, Cullen McCarthy, Fiona Bishop, Dee Baker, Tom Kenny",2014,"December 1, 2019",TV-Y,2 Seasons,Action-Adventure,7.583
355,Miles From Tomorrowland,TV Show,"Olivia Munn, Cullen McCarthy, Fiona Bishop, Dee Baker, Tom Kenny",2014,"December 1, 2019",TV-Y,2 Seasons, Animation,7.583
356,Miles From Tomorrowland,TV Show,"Olivia Munn, Cullen McCarthy, Fiona Bishop, Dee Baker, Tom Kenny",2014,"December 1, 2019",TV-Y,2 Seasons, Kids,7.583
357,Disney Mickey and the Roadster Racers - Chip 'N' Dale's Nutty Tales (Shorts),TV Show,"Tress MacNeille, Corey Burton, Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross",2017,"April 17, 2020",TV-Y,2 Seasons,Action-Adventure,7.574
358,Disney Mickey and the Roadster Racers - Chip 'N' Dale's Nutty Tales (Shorts),TV Show,"Tress MacNeille, Corey Burton, Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross",2017,"April 17, 2020",TV-Y,2 Seasons, Animation,7.574
359,Disney Mickey and the Roadster Racers - Chip 'N' Dale's Nutty Tales (Shorts),TV Show,"Tress MacNeille, Corey Burton, Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross",2017,"April 17, 2020",TV-Y,2 Seasons, Buddy,7.574
360,Brain Games,TV Show,Neil Harris,2011,"April 17, 2020",TV-G,8 Seasons,Docuseries,7.574
361,Brain Games,TV Show,Neil Harris,2011,"April 17, 2020",TV-G,8 Seasons, Family,7.574
362,Brain Games,TV Show,Neil Harris,2011,"April 17, 2020",TV-G,8 Seasons, Game Show / Competition,7.574
363,Schoolhouse Rock!,TV Show,"Bob Dorough, Jack Sheldon, Lynn Ahrens, Grady Tate, Blossom Dearie, Essra Mohawk",1973,"May 17, 2021",TV-G,6 Seasons,Animals & Nature,7.556
364,Schoolhouse Rock!,TV Show,"Bob Dorough, Jack Sheldon, Lynn Ahrens, Grady Tate, Blossom Dearie, Essra Mohawk",1973,"May 17, 2021",TV-G,6 Seasons, Animation,7.556
365,Schoolhouse Rock!,TV Show,"Bob Dorough, Jack Sheldon, Lynn Ahrens, Grady Tate, Blossom Dearie, Essra Mohawk",1973,"May 17, 2021",TV-G,6 Seasons, Kids,7.556
366,Disney Special Agent Oso: Three Healthy Steps (Shorts),TV Show,"Sean Astin, Meghan Strange, Phill Lewis, Amber Hood, Brad Garrett",2011,"May 14, 2021",TV-Y,1 Season,Action-Adventure,7.556
367,Disney Special Agent Oso: Three Healthy Steps (Shorts),TV Show,"Sean Astin, Meghan Strange, Phill Lewis, Amber Hood, Brad Garrett",2011,"May 14, 2021",TV-Y,1 Season, Animation,7.556
368,Disney Special Agent Oso: Three Healthy Steps (Shorts),TV Show,"Sean Astin, Meghan Strange, Phill Lewis, Amber Hood, Brad Garrett",2011,"May 14, 2021",TV-Y,1 Season, Kids,7.556
369,Disney's Kim Possible,TV Show,"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry",2001,"November 12, 2019",TV-G,4 Seasons,Action-Adventure,7.539
370,Disney's Kim Possible,TV Show,"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry",2001,"November 12, 2019",TV-G,4 Seasons, Animation,7.539
371,Disney's Kim Possible,TV Show,"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry",2001,"November 12, 2019",TV-G,4 Seasons, Comedy,7.539
372,Disney's Mighty Ducks,TV Show,"James Belushi, Brad Garrett, Jeff Bennett, Jennifer Hale, Clancy Brown, Tony Jay",1996,"November 12, 2019",TV-Y7,1 Season,Action-Adventure,7.539
373,Disney's Mighty Ducks,TV Show,"James Belushi, Brad Garrett, Jeff Bennett, Jennifer Hale, Clancy Brown, Tony Jay",1996,"November 12, 2019",TV-Y7,1 Season, Animation,7.539
374,Disney's Mighty Ducks,TV Show,"James Belushi, Brad Garrett, Jeff Bennett, Jennifer Hale, Clancy Brown, Tony Jay",1996,"November 12, 2019",TV-Y7,1 Season, Comedy,7.539
375,Disney's Little Einsteins,TV Show,"Erica Huang, Aiden Pompey, Jesse Schwartz, Natalia Wojcik",2005,"November 12, 2019",TV-Y,2 Seasons,Action-Adventure,7.539
376,Disney's Little Einsteins,TV Show,"Erica Huang, Aiden Pompey, Jesse Schwartz, Natalia Wojcik",2005,"November 12, 2019",TV-Y,2 Seasons, Animation,7.539
377,Disney's Little Einsteins,TV Show,"Erica Huang, Aiden Pompey, Jesse Schwartz, Natalia Wojcik",2005,"November 12, 2019",TV-Y,2 Seasons, Kids,7.539
378,Wander Over Yonder,TV Show,"Jack McBrayer, April Winchell, Keith Ferguson, Tom Kenny",2013,"May 7, 2021",TV-Y7,2 Seasons,Comedy,7.537
379,Marvel's Ant-Man (Shorts),TV Show,Unknown,2016,"November 12, 2019",TV-Y7,1 Season,Action-Adventure,7.536
380,Marvel's Ant-Man (Shorts),TV Show,Unknown,2016,"November 12, 2019",TV-Y7,1 Season, Animation,7.536
381,Marvel's Ant-Man (Shorts),TV Show,Unknown,2016,"November 12, 2019",TV-Y7,1 Season, Comedy,7.536
382,Marvel's Agent Carter,TV Show,"Hayley Atwell, James D'Arcy, Chad Murray, Enver Gjokaj, Shea Whigham",2014,"November 12, 2019",TV-14,2 Seasons,Action-Adventure,7.536
383,Marvel's Agent Carter,TV Show,"Hayley Atwell, James D'Arcy, Chad Murray, Enver Gjokaj, Shea Whigham",2014,"November 12, 2019",TV-14,2 Seasons, Science Fiction,7.536
384,Marvel's Agent Carter,TV Show,"Hayley Atwell, James D'Arcy, Chad Murray, Enver Gjokaj, Shea Whigham",2014,"November 12, 2019",TV-14,2 Seasons, Spy/Espionage,7.536
385,Chip 'n Dale's Rescue Rangers,TV Show,"Corey Burton, Peter Cullen, Jim Cummings, Tress MacNeille",1989,"November 12, 2019",TV-G,1 Season,Action-Adventure,7.532
386,Chip 'n Dale's Rescue Rangers,TV Show,"Corey Burton, Peter Cullen, Jim Cummings, Tress MacNeille",1989,"November 12, 2019",TV-G,1 Season, Animation,7.532
387,Chip 'n Dale's Rescue Rangers,TV Show,"Corey Burton, Peter Cullen, Jim Cummings, Tress MacNeille",1989,"November 12, 2019",TV-G,1 Season, Comedy,7.532
388,Fantastic Four: World's Greatest Heroes,TV Show,"Christopher Jacot, Hiro Kanagawa, Lara Gilchrist, Brian Dobson",2007,"November 12, 2019",TV-Y7,1 Season,Action-Adventure,7.526
389,Fantastic Four: World's Greatest Heroes,TV Show,"Christopher Jacot, Hiro Kanagawa, Lara Gilchrist, Brian Dobson",2007,"November 12, 2019",TV-Y7,1 Season, Animation,7.526
390,Fantastic Four: World's Greatest Heroes,TV Show,"Christopher Jacot, Hiro Kanagawa, Lara Gilchrist, Brian Dobson",2007,"November 12, 2019",TV-Y7,1 Season, Kids,7.526
391,Tron Uprising,TV Show,"Elijah Wood, Bruce Boxleitner, Emmanuelle Chriqui, Mandy Moore, Nate Corddry, Lance Henriksen",2011,"April 14, 2020",TV-Y7,1 Season,Action-Adventure,7.522
392,Tron Uprising,TV Show,"Elijah Wood, Bruce Boxleitner, Emmanuelle Chriqui, Mandy Moore, Nate Corddry, Lance Henriksen",2011,"April 14, 2020",TV-Y7,1 Season, Animation,7.522
393,Tron Uprising,TV Show,"Elijah Wood, Bruce Boxleitner, Emmanuelle Chriqui, Mandy Moore, Nate Corddry, Lance Henriksen",2011,"April 14, 2020",TV-Y7,1 Season, Kids,7.522
394,The Wonderful World of Mickey Mouse,TV Show,"Chris Diamantopoulos, Kaitlyn Robrock, Bill Farmer, Tony Anselmo, Tress MacNeille",2020,"November 18, 2020",TV-G,1 Season,Action-Adventure,7.522
395,The Wonderful World of Mickey Mouse,TV Show,"Chris Diamantopoulos, Kaitlyn Robrock, Bill Farmer, Tony Anselmo, Tress MacNeille",2020,"November 18, 2020",TV-G,1 Season, Animation,7.522
396,The Wonderful World of Mickey Mouse,TV Show,"Chris Diamantopoulos, Kaitlyn Robrock, Bill Farmer, Tony Anselmo, Tress MacNeille",2020,"November 18, 2020",TV-G,1 Season, Anthology,7.522
397,Disney Playtime with Puppy Dog Pals (Shorts),TV Show,Unknown,2017,"April 10, 2020",TV-Y,2 Seasons,Animation,7.522
398,Disney Playtime with Puppy Dog Pals (Shorts),TV Show,Unknown,2017,"April 10, 2020",TV-Y,2 Seasons, Kids,7.522
399,Meet The Chimps,TV Show,Jane Lynch,2020,"October 16, 2020",TV-PG,1 Season,Animals & Nature,7.5
400,Meet The Chimps,TV Show,Jane Lynch,2020,"October 16, 2020",TV-PG,1 Season, Docuseries,7.5
401,Meet The Chimps,TV Show,Jane Lynch,2020,"October 16, 2020",TV-PG,1 Season, Family,7.5
402,Ice Road Rescue,TV Show,"David Wartnaby, Bjørn Lægreid, Thord Paulsen",2015,"May 21, 2021",TV-14,5 Seasons,Docuseries,7.5
403,Ice Road Rescue,TV Show,"David Wartnaby, Bjørn Lægreid, Thord Paulsen",2015,"May 21, 2021",TV-14,5 Seasons, Reality,7.5
404,Ice Road Rescue,TV Show,"David Wartnaby, Bjørn Lægreid, Thord Paulsen",2015,"May 21, 2021",TV-14,5 Seasons, Survival,7.5
405,Drain The Oceans: The Mississippi River & Arctic War,TV Show,Kerry Shale,2021,"October 6, 2021",TV-14,1 Season,Docuseries,7.5
406,Drain The Oceans: The Mississippi River & Arctic War,TV Show,Kerry Shale,2021,"October 6, 2021",TV-14,1 Season, Historical,7.5
407,Made in a Day,TV Show,Craig Whitney,2020,"April 2, 2021",TV-PG,1 Season,Reality,7.5
408,Disney Intertwined,TV Show,"Carolina Domenech, José Jiménez Zapiola, Kevsho, Elena Roger, Clara Alonso, Emilia Mernes",2021,"November 12, 2021",TV-PG,1 Season,Comedy,7.5
409,Disney Intertwined,TV Show,"Carolina Domenech, José Jiménez Zapiola, Kevsho, Elena Roger, Clara Alonso, Emilia Mernes",2021,"November 12, 2021",TV-PG,1 Season, Coming of Age,7.5
410,Disney Intertwined,TV Show,"Carolina Domenech, José Jiménez Zapiola, Kevsho, Elena Roger, Clara Alonso, Emilia Mernes",2021,"November 12, 2021",TV-PG,1 Season, Drama,7.5
411,Drain the Oceans,TV Show,Russell Boulter,2017,"October 6, 2021",TV-PG,4 Seasons,Docuseries,7.5
412,Drain the Oceans,TV Show,Russell Boulter,2017,"October 6, 2021",TV-PG,4 Seasons, Historical,7.5
413,Wild Yellowstone,TV Show,Bart Thomasson,2015,"November 12, 2019",TV-PG,1 Season,Animals & Nature,7.5
414,Wild Yellowstone,TV Show,Bart Thomasson,2015,"November 12, 2019",TV-PG,1 Season, Docuseries,7.5
415,Wild Yellowstone,TV Show,Bart Thomasson,2015,"November 12, 2019",TV-PG,1 Season, Travel,7.5
416,Life Below Zero,TV Show,"Chip Hailstone, Agnes Hailstone, Sue Aikens, Andy Bassich",2012,"September 15, 2021",TV-14,16 Seasons,Action-Adventure,7.5
417,Life Below Zero,TV Show,"Chip Hailstone, Agnes Hailstone, Sue Aikens, Andy Bassich",2012,"September 15, 2021",TV-14,16 Seasons, Animals & Nature,7.5
418,Life Below Zero,TV Show,"Chip Hailstone, Agnes Hailstone, Sue Aikens, Andy Bassich",2012,"September 15, 2021",TV-14,16 Seasons, Docuseries,7.5
419,Marvel's 616,TV Show,Unknown,2020,"November 20, 2020",TV-14,1 Season,Anthology,7.5
420,Marvel's 616,TV Show,Unknown,2020,"November 20, 2020",TV-14,1 Season, Docuseries,7.5
421,Iron Man Armored Adventures,TV Show,"Adrian Petriw, Daniel Bacon, Anna Cummer, Mackenzie Gray, Vincent Tong",2008,"November 12, 2019",TV-G,2 Seasons,Action-Adventure,7.5
422,Iron Man Armored Adventures,TV Show,"Adrian Petriw, Daniel Bacon, Anna Cummer, Mackenzie Gray, Vincent Tong",2008,"November 12, 2019",TV-G,2 Seasons, Animation,7.5
423,Iron Man Armored Adventures,TV Show,"Adrian Petriw, Daniel Bacon, Anna Cummer, Mackenzie Gray, Vincent Tong",2008,"November 12, 2019",TV-G,2 Seasons, Coming of Age,7.5
424,Gabby Duran And The Unsittables,TV Show,"Kylie Cantrall, Maxwell Donovan, Callan Farris, Coco Christo, Valery Ortiz, Nathan Lovejoy",2018,"August 11, 2021",TV-G,2 Seasons,Comedy,7.476
425,Gabby Duran And The Unsittables,TV Show,"Kylie Cantrall, Maxwell Donovan, Callan Farris, Coco Christo, Valery Ortiz, Nathan Lovejoy",2018,"August 11, 2021",TV-G,2 Seasons, Family,7.476
426,Gabby Duran And The Unsittables,TV Show,"Kylie Cantrall, Maxwell Donovan, Callan Farris, Coco Christo, Valery Ortiz, Nathan Lovejoy",2018,"August 11, 2021",TV-G,2 Seasons, Science Fiction,7.476
427,Marvel's Runaways,TV Show,"Rhenzy Feliz, Lyrica Okano, Virginia Gardner, Ariela Barer, Gregg Sulkin, Allegra Acosta",2017,"January 10, 2020",TV-14,3 Seasons,Coming of Age,7.47
428,Marvel's Runaways,TV Show,"Rhenzy Feliz, Lyrica Okano, Virginia Gardner, Ariela Barer, Gregg Sulkin, Allegra Acosta",2017,"January 10, 2020",TV-14,3 Seasons, Drama,7.47
429,Marvel's Runaways,TV Show,"Rhenzy Feliz, Lyrica Okano, Virginia Gardner, Ariela Barer, Gregg Sulkin, Allegra Acosta",2017,"January 10, 2020",TV-14,3 Seasons, Science Fiction,7.47
430,Tangled: The Series,TV Show,"Zachary Levi, Mandy Moore, Eden Espinosa, Clancy Brown",2016,"April 23, 2020",TV-Y7,3 Seasons,Action-Adventure,7.446
431,Tangled: The Series,TV Show,"Zachary Levi, Mandy Moore, Eden Espinosa, Clancy Brown",2016,"April 23, 2020",TV-Y7,3 Seasons, Animation,7.446
432,Tangled: The Series,TV Show,"Zachary Levi, Mandy Moore, Eden Espinosa, Clancy Brown",2016,"April 23, 2020",TV-Y7,3 Seasons, Comedy,7.446
433,Magic of Disney's Animal Kingdom,TV Show,Josh Gad,2020,"September 25, 2020",TV-PG,1 Season,Animals & Nature,7.444
434,Magic of Disney's Animal Kingdom,TV Show,Josh Gad,2020,"September 25, 2020",TV-PG,1 Season, Docuseries,7.444
435,Magic of Disney's Animal Kingdom,TV Show,Josh Gad,2020,"September 25, 2020",TV-PG,1 Season, Family,7.444
436,Marvel Studios LEGENDS,TV Show,Unknown,2021,"January 8, 2021",TV-14,1 Season,Action-Adventure,7.421
437,Marvel Studios LEGENDS,TV Show,Unknown,2021,"January 8, 2021",TV-14,1 Season, Docuseries,7.421
438,Marvel Studios LEGENDS,TV Show,Unknown,2021,"January 8, 2021",TV-14,1 Season, Fantasy,7.421
439,Silver Surfer,TV Show,"Paul Essiembre, James Blendick, Robert Bockstael, Jennifer Daley, Colin Fox",1997,"November 12, 2019",TV-Y7,1 Season,Action-Adventure,7.403
440,Silver Surfer,TV Show,"Paul Essiembre, James Blendick, Robert Bockstael, Jennifer Daley, Colin Fox",1997,"November 12, 2019",TV-Y7,1 Season, Animation,7.403
441,Silver Surfer,TV Show,"Paul Essiembre, James Blendick, Robert Bockstael, Jennifer Daley, Colin Fox",1997,"November 12, 2019",TV-Y7,1 Season, Kids,7.403
442,Dug Days,TV Show,"Bob Peterson, Ed Asner, Jordan Nagai",2021,"September 1, 2021",TV-PG,1 Season,Animation,7.4
443,Dug Days,TV Show,"Bob Peterson, Ed Asner, Jordan Nagai",2021,"September 1, 2021",TV-PG,1 Season, Comedy,7.4
444,Dug Days,TV Show,"Bob Peterson, Ed Asner, Jordan Nagai",2021,"September 1, 2021",TV-PG,1 Season, Family,7.4
445,Disney Just Roll With It,TV Show,"Ramon Reed, Kaylin Hayman, Suzi Barrett, Tobie Windham",2018,"June 18, 2021",TV-Y7,2 Seasons,Comedy,7.4
446,Disney Just Roll With It,TV Show,"Ramon Reed, Kaylin Hayman, Suzi Barrett, Tobie Windham",2018,"June 18, 2021",TV-Y7,2 Seasons, Family,7.4
447,Muppet Moments (Shorts),TV Show,Unknown,2014,"November 12, 2019",TV-Y7,1 Season,Anthology,7.4
448,Muppet Moments (Shorts),TV Show,Unknown,2014,"November 12, 2019",TV-Y7,1 Season, Comedy,7.4
449,Muppet Moments (Shorts),TV Show,Unknown,2014,"November 12, 2019",TV-Y7,1 Season, Kids,7.4
450,Dino Ranch,TV Show,"Tyler Nathan, Jacob Mazeral, Ava Ro, Scott Gorman, Athena Karkanis",2021,"June 18, 2021",TV-Y,1 Season,Animation,7.4
451,Dino Ranch,TV Show,"Tyler Nathan, Jacob Mazeral, Ava Ro, Scott Gorman, Athena Karkanis",2021,"June 18, 2021",TV-Y,1 Season, Kids,7.4
452,Dino Ranch,TV Show,"Tyler Nathan, Jacob Mazeral, Ava Ro, Scott Gorman, Athena Karkanis",2021,"June 18, 2021",TV-Y,1 Season, Western,7.4
453,Mickey Mouse (Shorts),TV Show,Unknown,2012,"November 12, 2019",TV-G,5 Seasons,Animation,7.4
454,Mickey Mouse (Shorts),TV Show,Unknown,2012,"November 12, 2019",TV-G,5 Seasons, Kids,7.4
455,Mickey Mouse Club (1955-59),TV Show,Unknown,1955,"November 12, 2019",TV-PG,1 Season,Family,7.4
456,Mickey Mouse Club (1955-59),TV Show,Unknown,1955,"November 12, 2019",TV-PG,1 Season, Variety,7.4
457,Spider-Man Unlimited,TV Show,"Rino Romano, Kathleen Barr, Jim Byrnes, Garry Chalk, Paul Dobson",1999,"November 12, 2019",TV-Y7,1 Season,Action-Adventure,7.4
458,Spider-Man Unlimited,TV Show,"Rino Romano, Kathleen Barr, Jim Byrnes, Garry Chalk, Paul Dobson",1999,"November 12, 2019",TV-Y7,1 Season, Animation,7.4
459,Spider-Man Unlimited,TV Show,"Rino Romano, Kathleen Barr, Jim Byrnes, Garry Chalk, Paul Dobson",1999,"November 12, 2019",TV-Y7,1 Season, Kids,7.4
460,Behind the Attraction,TV Show,Paget Brewster,2021,"July 21, 2021",TV-PG,1 Season,Docuseries,7.4
461,Behind the Attraction,TV Show,Paget Brewster,2021,"July 21, 2021",TV-PG,1 Season, Family,7.4
462,Disney's Adventures Of The Gummi Bears,TV Show,"Bill Scott, Christian Jacobs, Brett Johnson, David Faustino, Paul Winchell, Jason Marsden",1985,"November 12, 2019",TV-Y7,6 Seasons,Action-Adventure,7.386
463,Disney's Adventures Of The Gummi Bears,TV Show,"Bill Scott, Christian Jacobs, Brett Johnson, David Faustino, Paul Winchell, Jason Marsden",1985,"November 12, 2019",TV-Y7,6 Seasons, Animation,7.386
464,Disney's Adventures Of The Gummi Bears,TV Show,"Bill Scott, Christian Jacobs, Brett Johnson, David Faustino, Paul Winchell, Jason Marsden",1985,"November 12, 2019",TV-Y7,6 Seasons, Fantasy,7.386
465,Spidey And His Amazing Friends,TV Show,"Benjamin Valic, Lily Sanfelippo, Jakari Fraser, Dee Bradley Baker, Melanie Minichino",2021,"September 22, 2021",TV-Y,1 Season,Action-Adventure,7.374
466,Spidey And His Amazing Friends,TV Show,"Benjamin Valic, Lily Sanfelippo, Jakari Fraser, Dee Bradley Baker, Melanie Minichino",2021,"September 22, 2021",TV-Y,1 Season, Animation,7.374
467,Spidey And His Amazing Friends,TV Show,"Benjamin Valic, Lily Sanfelippo, Jakari Fraser, Dee Bradley Baker, Melanie Minichino",2021,"September 22, 2021",TV-Y,1 Season, Kids,7.374
468,Spider-Man and His Amazing Friends,TV Show,"Hans Conried, Jerry Dexter, George DiCenzo, Alan Dinehart, Walker Edminston, Michael Evans",1982,"November 12, 2019",TV-Y7,1 Season,Action-Adventure,7.353
469,Spider-Man and His Amazing Friends,TV Show,"Hans Conried, Jerry Dexter, George DiCenzo, Alan Dinehart, Walker Edminston, Michael Evans",1982,"November 12, 2019",TV-Y7,1 Season, Animation,7.353
470,Spider-Man and His Amazing Friends,TV Show,"Hans Conried, Jerry Dexter, George DiCenzo, Alan Dinehart, Walker Edminston, Michael Evans",1982,"November 12, 2019",TV-Y7,1 Season, Kids,7.353
471,Marvel Studios ASSEMBLED,TV Show,Unknown,2021,"March 12, 2021",Unknown,1 Season,Anthology,7.35
472,Marvel Studios ASSEMBLED,TV Show,Unknown,2021,"March 12, 2021",Unknown,1 Season, Docuseries,7.35
473,Disney Gallery / Star Wars: The Mandalorian,TV Show,"Jon Favreau, Dave Filoni, Pedro Pascal, Bryce Howard, Taika Waititi, Carl Weathers",2020,"December 25, 2020",TV-PG,2 Seasons,Action-Adventure,7.343
474,Disney Gallery / Star Wars: The Mandalorian,TV Show,"Jon Favreau, Dave Filoni, Pedro Pascal, Bryce Howard, Taika Waititi, Carl Weathers",2020,"December 25, 2020",TV-PG,2 Seasons, Docuseries,7.343
475,Disney Gallery / Star Wars: The Mandalorian,TV Show,"Jon Favreau, Dave Filoni, Pedro Pascal, Bryce Howard, Taika Waititi, Carl Weathers",2020,"December 25, 2020",TV-PG,2 Seasons, Family,7.343
476,Lizzie McGuire,TV Show,"Hilary Duff, Lalaine , Adam Lamberg, Jake Thomas, Hallie Todd, Robert Carradine",2000,"November 12, 2019",TV-G,2 Seasons,Comedy,7.337
477,Lizzie McGuire,TV Show,"Hilary Duff, Lalaine , Adam Lamberg, Jake Thomas, Hallie Todd, Robert Carradine",2000,"November 12, 2019",TV-G,2 Seasons, Coming of Age,7.337
478,Lizzie McGuire,TV Show,"Hilary Duff, Lalaine , Adam Lamberg, Jake Thomas, Hallie Todd, Robert Carradine",2000,"November 12, 2019",TV-G,2 Seasons, Kids,7.337
479,Once Upon a Time,TV Show,"Ginnifer Goodwin, Jennifer Morrison, Robert Carlyle, Lana Parrilla, Jared Gilmore, Josh Dallas",2011,"September 18, 2020",TV-PG,7 Seasons,Action-Adventure,7.316
480,Once Upon a Time,TV Show,"Ginnifer Goodwin, Jennifer Morrison, Robert Carlyle, Lana Parrilla, Jared Gilmore, Josh Dallas",2011,"September 18, 2020",TV-PG,7 Seasons, Fantasy,7.316
481,Once Upon a Time,TV Show,"Ginnifer Goodwin, Jennifer Morrison, Robert Carlyle, Lana Parrilla, Jared Gilmore, Josh Dallas",2011,"September 18, 2020",TV-PG,7 Seasons, Soap Opera / Melodrama,7.316
482,Supercar Megabuild,TV Show,Dom Joly,2016,"December 1, 2019",TV-PG,2 Seasons,Buddy,7.313
483,Supercar Megabuild,TV Show,Dom Joly,2016,"December 1, 2019",TV-PG,2 Seasons, Docuseries,7.313
484,Supercar Megabuild,TV Show,Dom Joly,2016,"December 1, 2019",TV-PG,2 Seasons, Lifestyle,7.313
485,Disney K.C. Undercover,TV Show,"Zendaya , Veronica Dunne, Kamil McFadden, Tammy Townsend, Kadeem Hardison",2014,"November 12, 2019",TV-Y7,3 Seasons,Action-Adventure,7.3
486,Disney K.C. Undercover,TV Show,"Zendaya , Veronica Dunne, Kamil McFadden, Tammy Townsend, Kadeem Hardison",2014,"November 12, 2019",TV-Y7,3 Seasons, Comedy,7.3
487,Disney K.C. Undercover,TV Show,"Zendaya , Veronica Dunne, Kamil McFadden, Tammy Townsend, Kadeem Hardison",2014,"November 12, 2019",TV-Y7,3 Seasons, Kids,7.3
488,Disney Lab Rats: Elite Force,TV Show,"William Brent, Bradley Perry, Jake Short, Paris Berelc, Kelli Berglund",2015,"November 12, 2019",TV-Y7,1 Season,Action-Adventure,7.3
489,Disney Lab Rats: Elite Force,TV Show,"William Brent, Bradley Perry, Jake Short, Paris Berelc, Kelli Berglund",2015,"November 12, 2019",TV-Y7,1 Season, Comedy,7.3
490,Disney Lab Rats: Elite Force,TV Show,"William Brent, Bradley Perry, Jake Short, Paris Berelc, Kelli Berglund",2015,"November 12, 2019",TV-Y7,1 Season, Coming of Age,7.3
491,Disney Legend of the Three Caballeros,TV Show,"Tony Anselmo, Jaime Camil, Eric Bauza, Grey Griffin, Wayne Knight, Kevin Richardson",2017,"November 12, 2019",TV-G,1 Season,Action-Adventure,7.3
492,Disney Legend of the Three Caballeros,TV Show,"Tony Anselmo, Jaime Camil, Eric Bauza, Grey Griffin, Wayne Knight, Kevin Richardson",2017,"November 12, 2019",TV-G,1 Season, Animation,7.3
493,Disney Legend of the Three Caballeros,TV Show,"Tony Anselmo, Jaime Camil, Eric Bauza, Grey Griffin, Wayne Knight, Kevin Richardson",2017,"November 12, 2019",TV-G,1 Season, Comedy,7.3
494,Disney Junior Music Nursery Rhymes,TV Show,Unknown,2017,"November 12, 2019",TV-Y,2 Seasons,Animation,7.3
495,Disney Junior Music Nursery Rhymes,TV Show,Unknown,2017,"November 12, 2019",TV-Y,2 Seasons, Kids,7.3
496,Disney Junior Music Nursery Rhymes,TV Show,Unknown,2017,"November 12, 2019",TV-Y,2 Seasons, Musical,7.3
497,Earth Moods,TV Show,Unknown,2021,"April 16, 2021",TV-G,1 Season,Animals & Nature,7.3
498,Earth Moods,TV Show,Unknown,2021,"April 16, 2021",TV-G,1 Season, Anthology,7.3
499,101 Dalmatian Street,TV Show,"Josh Brener, Michaela Dietz, Ella Kenion, Rhashan Stone",2018,"February 28, 2020",TV-Y7,1 Season,Action-Adventure,7.3
500,101 Dalmatian Street,TV Show,"Josh Brener, Michaela Dietz, Ella Kenion, Rhashan Stone",2018,"February 28, 2020",TV-Y7,1 Season, Animation,7.3
501,101 Dalmatian Street,TV Show,"Josh Brener, Michaela Dietz, Ella Kenion, Rhashan Stone",2018,"February 28, 2020",TV-Y7,1 Season, Comedy,7.3
502,Disney Descendants Wicked World (Shorts),TV Show,Unknown,2015,"November 12, 2019",TV-G,2 Seasons,Animation,7.265
503,Disney Descendants Wicked World (Shorts),TV Show,Unknown,2015,"November 12, 2019",TV-G,2 Seasons, Coming of Age,7.265
504,Disney Descendants Wicked World (Shorts),TV Show,Unknown,2015,"November 12, 2019",TV-G,2 Seasons, Fantasy,7.265
505,Disney Bizaardvark,TV Show,"Madison Hu, Olivia Rodrigo, Jake Paul, DeVore Ledridge, Ethan Wacker",2015,"November 12, 2019",TV-PG,3 Seasons,Buddy,7.265
506,Disney Bizaardvark,TV Show,"Madison Hu, Olivia Rodrigo, Jake Paul, DeVore Ledridge, Ethan Wacker",2015,"November 12, 2019",TV-PG,3 Seasons, Comedy,7.265
507,Disney Bizaardvark,TV Show,"Madison Hu, Olivia Rodrigo, Jake Paul, DeVore Ledridge, Ethan Wacker",2015,"November 12, 2019",TV-PG,3 Seasons, Family,7.265
508,Disney DuckTales (Shorts),TV Show,Unknown,2016,"November 12, 2019",TV-Y7,1 Season,Action-Adventure,7.265
509,Disney DuckTales (Shorts),TV Show,Unknown,2016,"November 12, 2019",TV-Y7,1 Season, Animation,7.265
510,Disney DuckTales (Shorts),TV Show,Unknown,2016,"November 12, 2019",TV-Y7,1 Season, Comedy,7.265
