,Title,Type,Country,Director,Cast,Release Year,Rating,Duration,Vote Average
3831,Gran Torino,Movie, United States,Clint Eastwood,"Clint Eastwood, Bee Vang, Ahney Her, Christopher Carley, John Carroll Lynch, Brian Haley, Geraldine Hughes, Brian Howe, William Hill, Dreama Walker",2008,R,117 min,5.453
3832,Kate & Leopold,Movie,United States,James Mangold,"Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer, Natasha Lyonne, Bradley Whitford, Paxton Whitehead, Spalding Gray, Josh Stamberg, Matthew Sussman",2001,PG-13,118 min,5.452
3833,One Night Stand,Movie,India,Jasmine D'Souza,"Tanuj Virwani, Sunny Leone, Narendra Jetley, Aamir Ahmed, Kapil Punjabi, Madhurima Banerjee, Ninad Kamat, Geeta Bisht",2016,TV-MA,93 min,5.452
3834,Rajnigandha,Movie,India,Basu Chatterjee,"Vidya Sinha, Amol Palekar, Dinesh Thakur, Ranjita Thakur, Veena Gaud, Manju Maini",1974,TV-PG,104 min,5.444
3835,​​Kuch Bheege Alfaaz,Movie,India,Onir,"Geetanjali Thapa, Zain Khan Durrani, Shray Rai Tiwari, Mona Ambegaonkar, Chandreyee Ghosh, Barun Chanda, Saheb Bhattacharjee, Shefali Chauhan",2018,TV-14,110 min,5.441
3836,The Silence of the Marsh,Movie,Spain,Marc Vigil,"Pedro Alonso, Nacho Fresneda, Carmina Barrios, José Ángel Egido, Àlex Monner, Raúl Prieto, Maite Sandoval, Javier Godino, Luis Zahera, Miguel de Lira",2019,TV-MA,93 min,5.441
3837,Vizontele Tuuba,Movie,Turkey,Yılmaz Erdoğan,"Yılmaz Erdoğan, Tarık Akan, Altan Erkekli, Cezmi Baskın, İclal Aydın, Demet Akbağ, Tuba Ünsal, Tolga Çevik",2004,NR,106 min,5.44
3838,Hide and Seek,Movie,China,Liu Jie,"Wallace Huo, Qin Hailu, Regina Wan, Jessie Li, Dong Zijian, Li Yiqing, Fan Qianhui",2016,TV-14,104 min,5.438
3839,Homeland,Movie,nan,Anindya Chatterjee,"Parambrata Chatterjee, Ani Hovhannisyan, Jonathan Dumontier, Varzu, Sylvie de Neef, Prakashchandra Roy, Nicolas Pierson, Anahit Simonyan",2019,TV-PG,73 min,5.438
3840,Blinky Bill: The Movie,Movie,Australia,Deane Taylor,"Ryan Kwanten, Rufus Sewell, Toni Collette, Robin McLeavy, David Wenham, Barry Humphries, Richard Roxburgh, Deborah Mailman, Barry Otto",2015,PG,91 min,5.432
3841,Blinky Bill: The Movie,Movie, United States,Deane Taylor,"Ryan Kwanten, Rufus Sewell, Toni Collette, Robin McLeavy, David Wenham, Barry Humphries, Richard Roxburgh, Deborah Mailman, Barry Otto",2015,PG,91 min,5.432
3842,No Estoy Loca,Movie,Chile,Nicolás López,"Paz Bascuñán, Marcial Tagle, Antonia Zegers, Carolina Paulsen, Gabriela Hernandez, Fernanda Urrejola, Luis Pablo Román, Loreto Aravena, Ariel Levy, Ignacia Allamand, Ramón Llao",2018,TV-MA,116 min,5.431
3843,Sudani from Nigeria,Movie,India,Zakariya,"Soubin Shahir, Samuel Abiola Robinson, Savithri Sredharan, Aneesh Menon",2018,TV-14,115 min,5.43
3844,Küçük Esnaf,Movie,Turkey,Bedran Güzel,"İbrahim Büyükak, Zeynep Koçak, Gupse Özay, Cengiz Bozkurt",2016,TV-MA,100 min,5.429
3845,Braven,Movie,Canada,Lin Oeding,"Jason Momoa, Garret Dillahunt, Jill Wagner, Stephen Lang, Sasha Rosoff, Sala Baker, Fraser Aitcheson, Teach Grant, Glenn Ennis, Todd Scott, Zahn McClarnon, Brendan Fletcher",2018,R,94 min,5.425
3846,Monty Python: Before the Flying Circus,Movie,United Kingdom,Will Yapp,"Graham Chapman, Eric Idle, Terry Jones, Michael Palin, Terry Gilliam, John Cleese",2000,TV-MA,56 min,5.423
3847,Manolo: The Boy Who Made Shoes for Lizards,Movie,United Kingdom,Michael Roberts,"Manolo Blahnik, Anna Wintour, André Leon Talley, Paloma Picasso, Candace Bushnell, Iman, Rihanna, Naomi Campbell, Isaac Mizrahi, Rupert Everett, Sofia Coppola, John Galliano",2017,TV-MA,89 min,5.42
3848,3 Türken & ein Baby,Movie,Germany,Sinan Akkuş,"Kostja Ullmann, Eko Fresh, Kida Khodr Ramadan, Sabrina Klüber, Sami Nasser, Kayla Rybicka, Jytte-Merle Böhrnsen, Emrah Erdogru, Tim Grothe, Hülya Duyar",2015,TV-MA,93 min,5.417
3849,Catch Me If You Can,Movie,United States,Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin",2002,PG-13,142 min,5.417
3850,Catch Me If You Can,Movie, Canada,Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin",2002,PG-13,142 min,5.417
3851,The Trip to Spain,Movie,United Kingdom,Michael Winterbottom,"Steve Coogan, Rob Brydon, Marta Barrio, Claire Keelan, Margo Stilley",2016,TV-MA,108 min,5.415
3852,Mute,Movie,United Kingdom,Duncan Jones,"Alexander Skarsgård, Paul Rudd, Justin Theroux",2018,TV-MA,127 min,5.412
3853,Mute,Movie, Germany,Duncan Jones,"Alexander Skarsgård, Paul Rudd, Justin Theroux",2018,TV-MA,127 min,5.412
3854,Anjelah Johnson: Not Fancy,Movie,United States,Jay Karas,Anjelah Johnson-Reyes,2015,TV-14,64 min,5.41
3855,Bollywood Calling,Movie,India,Nagesh Kukunoor,"Om Puri, Pat Cusick, Navin Nischol, Perizaad Zorabian",2001,TV-MA,102 min,5.409
3856,Dr. Seuss' The Cat in the Hat,Movie,United States,Bo Welch,"Mike Myers, Alec Baldwin, Kelly Preston, Dakota Fanning, Spencer Breslin, Amy Hill, Sean Hayes, Dan Castellaneta",2003,PG,82 min,5.407
3857,"My Schoolmate, the Barbarian",Movie,Hong Kong,"Siu-hung Chung, Wong Jing","Nicholas Tse, Stephen Fung, Joey Yung, Samuel Pang, Serena Po, Ken Chung, Hyper BB, Ka Ho Yu, Frankie Chi-Hung Ng, Lai Hing Chan",2001,TV-14,90 min,5.405
3858,"Ram Dass, Going Home",Movie,United States,Derek Peck,Ram Dass,2018,TV-14,32 min,5.405
3859,Dr. Seuss' The Grinch,Movie,France,"Scott Mosier, Yarrow Cheney","Benedict Cumberbatch, Cameron Seely, Rashida Jones, Pharrell Williams, Kenan Thompson, Angela Lansbury",2018,PG,86 min,5.404
3860,Dr. Seuss' The Grinch,Movie, China,"Scott Mosier, Yarrow Cheney","Benedict Cumberbatch, Cameron Seely, Rashida Jones, Pharrell Williams, Kenan Thompson, Angela Lansbury",2018,PG,86 min,5.404
3861,Dr. Seuss' The Grinch,Movie, Japan,"Scott Mosier, Yarrow Cheney","Benedict Cumberbatch, Cameron Seely, Rashida Jones, Pharrell Williams, Kenan Thompson, Angela Lansbury",2018,PG,86 min,5.404
3862,Dr. Seuss' The Grinch,Movie, United States,"Scott Mosier, Yarrow Cheney","Benedict Cumberbatch, Cameron Seely, Rashida Jones, Pharrell Williams, Kenan Thompson, Angela Lansbury",2018,PG,86 min,5.404
3863,Incredibles 2 (Spanish Version),Movie,United States,Brad Bird,"Víctor Trujillo, Consuelo Duval, Darío T. Pie, Leyla Rangel, Oliver Díaz Barba, Dulce Guerrero, Eli Fucile, Martin Hernandez",2018,PG,118 min,5.4
3864,The Flintstones in Viva Rock Vegas,Movie,United States,Brian Levant,"Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski, Joan Collins, Thomas Gibson, Alan Cumming",2000,PG,91 min,5.4
3865,Mirage,Movie,Spain,Oriol Paulo,"Adriana Ugarte, Chino Darín, Javier Gutiérrez, Álvaro Morte, Nora Navas, Miquel Fernández, Clara Segura, Mima Riera, Aina Clotet, Albert Pérez, Julio Bohigas-Couto, Belén Rueda",2018,TV-MA,129 min,5.4
3866,David Batra: Elefanten i rummet,Movie,Sweden,"David Batra, Jon Rudberg",David Batra,2020,TV-MA,77 min,5.4
3867,Undercover Grandpa,Movie,Canada,Erik Canuel,"James Caan, Jessica Walter, Louis Gossett Jr., Dylan Everett, Paul Sorvino, Kenneth Welsh, Lawrence Dane, Paul Braunstein, Greta Onieogou",2016,PG-13,94 min,5.4
3868,The Unborn Child,Movie,Thailand,Poj Arnon,"Somchai Kemglad, Pitchanart Sakakorn, Chinaradi Anupongphichart, Arisara Thongborisut, Peerawit Boonark, Chudapha Chanthakhet, Ganthida Chaang",2011,TV-MA,93 min,5.4
3869,Life in a ... Metro,Movie,India,Anurag Basu,"Dharmendra, Irrfan Khan, Konkona Sen Sharma, Kay Kay Menon, Shilpa Shetty, Shiney Ahuja, Sharman Joshi, Kangana Ranaut, Nafisa Ali, Manoj Pahwa",2007,TV-14,126 min,5.4
3870,Bhagam Bhag,Movie,India,Priyadarshan,"Akshay Kumar, Govinda, Lara Dutta, Paresh Rawal, Rajpal Yadav, Jackie Shroff, Arbaaz Khan, Tanushree Dutta, Asrani, Shakti Kapoor",2006,TV-14,151 min,5.4
3871,Macchli Jal Ki Rani Hai,Movie,India,Debaloy Dey,"Swara Bhaskar, Bhanu Uday, Murli Sharma, Deep Raj Rana, Reema Debnath, Hemant Pandey, Saurabh Dubey, Sakha Kalyani",2014,TV-MA,118 min,5.4
3872,Paranormal Activity,Movie,United States,Oren Peli,"Katie Featherston, Randy McDowell, Amber Armstrong, Mark Fredrichs, Micah Sloat, Ashley Palmer, James Piper",2007,R,86 min,5.4
3873,Bring It On: Worldwide Showdown,Movie,United States,Robert Adetuyi,"Cristine Prosperi, Jordan Rodrigues, Gia Re, Sophie Vavasseur, Sven Ruygrok, Stephan Lee Benson, Natalie Walsh, Vivica A. Fox",2017,PG-13,95 min,5.4
3874,Train to Busan,Movie,South Korea,Sang-ho Yeon,"Gong Yoo, Yu-mi Jung, Dong-seok Ma, Soo-an Kim, Woo Shik Choi, Sohee, Eui-sung Kim",2016,TV-MA,118 min,5.4
3875,Monster-in-Law,Movie,United States,Robert Luketic,"Jennifer Lopez, Jane Fonda, Michael Vartan, Wanda Sykes, Adam Scott, Monet Mazur, Annie Parisse, Will Arnett, Elaine Stritch, Stephen Dunham",2005,PG-13,101 min,5.4
3876,Monster-in-Law,Movie, Germany,Robert Luketic,"Jennifer Lopez, Jane Fonda, Michael Vartan, Wanda Sykes, Adam Scott, Monet Mazur, Annie Parisse, Will Arnett, Elaine Stritch, Stephen Dunham",2005,PG-13,101 min,5.4
3877,Sweetheart,Movie,United States,J.D. Dillard,"Kiersey Clemons, Emory Cohen, Hanna Mangan Lawrence, Andrew Crawford, Benedict Samuel",2019,PG-13,83 min,5.4
3878,The Truth About Alcohol,Movie,United Kingdom,David Briggs,Javid Abdelmoneim,2016,TV-14,58 min,5.4
3879,I Am Wrath,Movie,United States,Chuck Russell,"John Travolta, Christopher Meloni, Amanda Schull, Sam Trammell, Patrick St. Esprit, Rebecca De Mornay, Asante Jones, Paul Sloan, Luis Da Silva Jr., Jordan Whalen",2016,R,91 min,5.4
3880,Angela's Christmas,Movie,Ireland,Damien O’Connor,"Lucy O'Connell, Ruth Negga, Brendan Mullins, Malachy McCourt, Vivian Drew, Anya O'Connor, Janet Moran, Brian Gleeson, Pat Kinevane",2018,TV-Y,30 min,5.4
3881,Angela's Christmas,Movie, Canada,Damien O’Connor,"Lucy O'Connell, Ruth Negga, Brendan Mullins, Malachy McCourt, Vivian Drew, Anya O'Connor, Janet Moran, Brian Gleeson, Pat Kinevane",2018,TV-Y,30 min,5.4
3882,By the Sea,Movie,France,Angelina Jolie,"Angelina Jolie, Brad Pitt, Mélanie Laurent, Melvil Poupaud, Niels Arestrup, Richard Bohringer",2015,R,122 min,5.4
3883,By the Sea,Movie, Malta,Angelina Jolie,"Angelina Jolie, Brad Pitt, Mélanie Laurent, Melvil Poupaud, Niels Arestrup, Richard Bohringer",2015,R,122 min,5.4
3884,By the Sea,Movie, United States,Angelina Jolie,"Angelina Jolie, Brad Pitt, Mélanie Laurent, Melvil Poupaud, Niels Arestrup, Richard Bohringer",2015,R,122 min,5.4
3885,Surat Dari Praha,Movie,Indonesia,Angga Dwimas Sasongko,"Tio Pakusadewo, Julie Estelle, Widyawati, Rio Dewanto, Chicco Jerikho, Jajang C. Noer, Shafira Umm",2016,TV-14,98 min,5.4
3886,Casino Tycoon,Movie,Hong Kong,Wong Jing,Wong Jing,1992,TV-MA,125 min,5.4
3887,Quantum of Solace,Movie,United Kingdom,Marc Forster,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench, Giancarlo Giannini, Gemma Arterton, Jeffrey Wright, David Harbour, Jesper Christensen, Anatole Taubman",2008,PG-13,106 min,5.4
3888,Quantum of Solace,Movie, United States,Marc Forster,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench, Giancarlo Giannini, Gemma Arterton, Jeffrey Wright, David Harbour, Jesper Christensen, Anatole Taubman",2008,PG-13,106 min,5.4
3889,Travel Mates 2,Movie,Turkey,Bedran Güzel,"Oğuzhan Koç, İbrahim Büyükak, Ezgi Eyüboğlu, Olgun Toker, Kadir Polatçi, Aycan Koptur, Bahar Şahin, Kıvanç Baran Arslan",2018,TV-MA,111 min,5.4
3890,Withdrawn,Movie,Canada,Adrian Murray,"Aaron Keogh, Molly Reisman, Dean Tardioli, Greg Wasylyszn, Adrian Murray, Kelly Paoli, Earl Oliveros, Hallie Burt",2017,TV-MA,74 min,5.4
3891,Silent Hill: Revelation,Movie,Canada,M.J. Bassett,"Deborah Kara Unger, Adelaide Clemens, Sean Bean, Malcolm McDowell, Carrie-Anne Moss, Radha Mitchell, Martin Donovan, Kit Harington",2012,R,94 min,5.4
3892,Silent Hill: Revelation,Movie, France,M.J. Bassett,"Deborah Kara Unger, Adelaide Clemens, Sean Bean, Malcolm McDowell, Carrie-Anne Moss, Radha Mitchell, Martin Donovan, Kit Harington",2012,R,94 min,5.4
3893,Silent Hill: Revelation,Movie, United States,M.J. Bassett,"Deborah Kara Unger, Adelaide Clemens, Sean Bean, Malcolm McDowell, Carrie-Anne Moss, Radha Mitchell, Martin Donovan, Kit Harington",2012,R,94 min,5.4
3894,Escaping Tel Aviv,Movie,Egypt,Sherif Arafa,"Karim Abdel Aziz, Mona Zaki, Sherif Mounir, Entsar, Salem Klass, Sabri Abdulmonem, Kinda Alloush, Yasser Ali Maher, Kamal Suliman, Jerjes Jbara",2009,TV-14,120 min,5.4
3895,Dynasty Warriors,Movie,nan,Chow Hin Yeung Roy,"Wang Kai, Louis Koo, Han Geng, Tony Yang, Carina Lau, NaZha, Lam Suet, Justin Cheung, Ray Lui, Yuan Wenkang",2021,TV-14,118 min,5.4
3896,Kurtulus Son Durak,Movie,Turkey,Yusuf Pirhasan,"Belçim Bilgin, Demet Akbağ, Asuman Dabak, Ayten Soykök, Damla Sönmez, Mete Horozoğlu, Ahmet Mümtaz Taylan, Yavuz Bingöl, Hüseyin Soysalan, Tolga Karaçelik, Nihal Yalçın",2012,TV-MA,100 min,5.395
3897,El club de los buenos infieles,Movie,Spain,Unknown,"Raúl Fernández, Fele Martínez, Juanma Cifuentes, Hovik Keuchkerian, Albert Ribalta, Jordi Vilches, Adrián Lastra, Raquel Salvador, Marta Brucart, Betsy Turnez",2018,TV-MA,85 min,5.389
3898,Gangaajal,Movie,India,Prakash Jha,"Ajay Devgn, Gracy Singh, Mohan Agashe, Mohan Joshi, Ayub Khan, Akhilendra Mishra, Mukesh Tiwari, Yashpal Sharma, Brij Gopal, Anita Kanwal",2003,TV-MA,148 min,5.389
3899,Chris D'Elia: Incorrigible,Movie,United States,Bill D'Elia,Chris D'Elia,2015,TV-MA,84 min,5.388
3900,Kill Bill: Vol. 2,Movie,United States,Quentin Tarantino,"Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah, Gordon Liu, Michael Parks, Perla Haney-Jardine, Helen Kim, Claire Smithies, Clark Middleton",2004,R,137 min,5.387
3901,Then Came You,Movie,United States,Peter Hutchings,"Asa Butterfield, Maisie Williams, Nina Dobrev, Ken Jeong, Tyler Hoechlin, David Koechner, Peyton List, Tituss Burgess",2019,TV-MA,97 min,5.385
3902,Race 2,Movie,India,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Anil Kapoor, Saif Ali Khan, John Abraham, Deepika Padukone, Jacqueline Fernandez, Ameesha Patel, Rajesh Khattar, Chunky Pandey",2013,TV-14,139 min,5.376
3903,American Factory: A Conversation with the Obamas,Movie,United States,Unknown,"President Barack Obama, Michelle Obama, Julia Reichert, Steven Bognar",2019,TV-G,10 min,5.372
3904,Go Karts,Movie,Australia,Owen Trevor,"William Lodder, Anastasia Bampos, Darius Amarfio-Jefferson, Richard Roxburgh, Frances O'Connor, Dan Wyllie, Cooper van Grootel, Damian de Montemas, Adam T. Perkins",2020,TV-PG,103 min,5.372
3905,Pandigai,Movie,India,Feroz,"Kreshna, Anandhi, Saravanan, Madhusudhanan, Black Pandi, Nitin Sathyaa, Aruldass, Karunas, Shanmugha Rajan, Prinz Nithik",2017,TV-MA,125 min,5.37
3906,Madras Café,Movie,India,Shoojit Sircar,"John Abraham, Nargis Fakhri, Rashi Khanna, Avijit Dutt, Prakash Belawadi, Ajay Ratnam, Siddartha Basu, Agnello Dias, Dibang",2013,TV-14,128 min,5.37
3907,Cop Watchers,Movie,nan,Ben Steele,Unknown,2016,TV-MA,45 min,5.369
3908,Zipi & Zape y la Isla del Capitan,Movie,Spain,Oskar Santos,"Teo Planell, Toni Gómez, Elena Anaya, Iria Castellano, Máximo Pastor, Ana Blanco de Córdova, Fermí Reixach, Jorge Bosch, Carolina Lapausa, Goizalde Núñez, Juan Codina",2016,TV-PG,105 min,5.368
3909,Ajeeb Daastaans,Movie,India,"Shashank Khaitan, Raj Mehta, Neeraj Ghaywan, Kayoze Irani","Fatima Sana Shaikh, Jaideep Ahlawat, Armaan Ralhan, Nushrat Bharucha, Abhishek Banerjee, Inayat Verma, Konkona Sen Sharma, Aditi Rao Hydari, Shefali Shah, Manav Kaul, Tota Roy Chowdhury",2021,TV-MA,142 min,5.367
3910,Billy Graham: An Extraordinary Journey,Movie,United States,"Vonda Harrell, Daniel Camenisch","Billy Graham, Jeff Hoyt, Tom Brokaw, Greta Van Susteren, Diane Sawyer, Larry King, George Bush Sr., George W. Bush, Bill Clinton, Franklin Graham",2018,TV-PG,66 min,5.364
3911,Daddy Day Care,Movie,United States,Steve Carr,"Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King, Anjelica Huston, Kevin Nealon, Jonathan Katz, Siobhan Fallon Hogan, Lisa Edelstein, Lacey Chabert, Laura Kightlinger, Leila Arcieri",2003,PG,93 min,5.363
3912,Pup Star,Movie,Canada,Robert Vince,"Makenzie Moss, Jed Rees, David DeLuise, Carla Jimenez, Tom Everett Scott, Diedrich Bader, George Newbern, Bonnie Somerville, John Ratzenberger",2016,G,92 min,5.361
3913,Sky Ladder: The Art of Cai Guo-Qiang,Movie,United States,Kevin MacDonald,Cai Guo-Qiang,2016,TV-MA,80 min,5.361
3914,Mere Pyare Prime Minister,Movie,India,Rakeysh Omprakash Mehra,"Anjali Patil, Om Kanojiya, Niteesh Wadhwa, Makrand Deshpande, Syna Anand, Prasad, Adarsh, Rasika Agashe",2019,TV-MA,103 min,5.357
3915,Darra,Movie,India,Parveen Kumar,"Gurpreet Ghuggi, Happy Raikoti, Kartar Cheema, Sardar Sohi, Shavendra Mahal, Karamjit Anmol, Pammi Bai, Nirmal Rishi, Manpreet Saggu",2016,TV-14,121 min,5.356
3916,Chelsea Handler: Uganda Be Kidding Me Live,Movie,United States,James Yukich,Chelsea Handler,2014,TV-MA,71 min,5.355
3917,What the Jatt!!,Movie,India,Saket Behl,"Harish Verma, Isha Rikhi, Vipul Roy, Binnu Dhillon, Poonam Rajput, B.N. Sharma, Satti Sembi",2015,TV-PG,140 min,5.355
3918,You Get Me,Movie,United States,Brent Bonacorso,"Bella Thorne, Halston Sage, Taylor John Smith, Nash Grier, Anna Akana, Kathryn Morris, Brigid Brannagh, Kimberly Williams-Paisley, Tyler Hanson",2017,TV-MA,89 min,5.354
3919,Habibie & Ainun,Movie,Indonesia,Faozan Rizal,"Reza Rahadian, Bunga Citra Lestari, Tio Pakusadewo, Ratna Riantiarno, Mike Lucock, Vitta Mariana Barrazza, Christoffer Nelwan",2012,TV-14,125 min,5.353
3920,Habibie & Ainun,Movie, Singapore,Faozan Rizal,"Reza Rahadian, Bunga Citra Lestari, Tio Pakusadewo, Ratna Riantiarno, Mike Lucock, Vitta Mariana Barrazza, Christoffer Nelwan",2012,TV-14,125 min,5.353
3921,The Boy in the Striped Pajamas,Movie,United Kingdom,Mark Herman,"Asa Butterfield, Vera Farmiga, David Thewlis, Rupert Friend, David Hayman, Jack Scanlon, Amber Beattie, Sheila Hancock, Richard Johnson, Jim Norton",2008,PG-13,95 min,5.353
3922,The Boy in the Striped Pajamas,Movie, United States,Mark Herman,"Asa Butterfield, Vera Farmiga, David Thewlis, Rupert Friend, David Hayman, Jack Scanlon, Amber Beattie, Sheila Hancock, Richard Johnson, Jim Norton",2008,PG-13,95 min,5.353
3923,Roberto Saviano: Writing Under Police Protection,Movie,Italy,Pierfrancesco Diliberto,Pierfrancesco Diliberto,2016,TV-14,45 min,5.352
3924,Boomika (Hindi),Movie,nan,Rathindran R Prasad,"Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu",2021,TV-14,122 min,5.346
3925,Tarung Sarung,Movie,Indonesia,Archie Hekagery,"Panji Zoni, Yayan Ruhian, Maizura, Cemal Farukh, Imelda Therinne, Surya Saputra, Jarot Superdj, Doyok Superdj, Hajra Romessa, Annette Edoarda",2020,TV-PG,116 min,5.344
3926,Once Upon a Time in London,Movie,United Kingdom,Simon Rumley,"Leo Gregory, Terry Stone, Doug Allen, Andy Beckwith, Kate Braithwaite, Holly Earl, Joe Egan, Nadia Forde",2019,TV-MA,111 min,5.344
3927,Yo-Kai Watch: The Movie,Movie,Japan,Mark Risley,"Johnny Yong Bosch, Joey D'Auria, Alicyn Packard, Melissa Hutchison, Paul Greenberg, Brent Pendergrass",2016,TV-Y7,96 min,5.338
3928,Yo-Kai Watch: The Movie,Movie, United States,Mark Risley,"Johnny Yong Bosch, Joey D'Auria, Alicyn Packard, Melissa Hutchison, Paul Greenberg, Brent Pendergrass",2016,TV-Y7,96 min,5.338
3929,Maya Angelou: And Still I Rise,Movie,United States,"Bob Hercules, Rita Coburn Whack","Maya Angelou, Cicely Tyson, Common, John Singleton, Alfre Woodard, Oprah Winfrey, Quincy Jones",2016,TV-PG,114 min,5.337
3930,Teen Patti,Movie,India,Leena Yadav,"Amitabh Bachchan, Madhavan, Ben Kingsley, Shraddha Kapoor, Siddharth Kher, Dhruv Ganesh, Vaibhav Talwar",2010,TV-PG,137 min,5.337
3931,Teach Us All,Movie,United States,Sonia Lowman,Unknown,2017,TV-14,81 min,5.337
3932,Tattah,Movie,Egypt,Sameh Abdulaziz,"Mohamed Saad, Dolly Shahin, Marwa, Hayatem, Sayed Rajab, Omar Mustafa Metwally, Samy Maghawry, Nabil Issa, Ragaa Al-Geddawy, Samir Ghanem",2013,TV-14,112 min,5.337
3933,Tarzan 2,Movie,United States,Brian Smith,"Harrison Chad, George Carlin, Brad Garrett, Ron Perlman, Estelle Harris, Glenn Close, Lance Henriksen, Brenda Grate, Harrison Fahn",2005,G,72 min,5.337
3934,Tarzan,Movie,United States,"Chris Buck, Kevin Lima","Tony Goldwyn, Minnie Driver, Glenn Close, Brian Blessed, Nigel Hawthorne, Rosie O'Donnell, Lance Henriksen, Wayne Knight, Alex D. Linz",1999,G,89 min,5.337
3935,Tarif de nuit,Movie,France,Julien Seri,"Jonathan Howard, Jonathan Demurger, Fanny Valette, Jess Liaudin",2015,TV-MA,81 min,5.337
3936,Tayo the Little Bus Movie: Mission Ace,Movie,United States,Ryu Jung-woo,"Moon Nam-sook, Jeong Hye-ok, Choe Hana, Gim Yeong-seon",2016,TV-Y7,48 min,5.337
3937,Sand Castle,Movie,United States,Fernando Coimbra,"Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Glen Powell, Neil Brown Jr., Beau Knapp, Sammy Sheik, Gonzalo Menendez",2017,TV-MA,113 min,5.333
3938,Magnolia,Movie,United States,Paul Thomas Anderson,"John C. Reilly, Philip Baker Hall, Tom Cruise, Julianne Moore, Philip Seymour Hoffman, William H. Macy, Jeremy Blackman, Jason Robards, Melinda Dillon, April Grace, Luis Guzmán, Ricky Jay, Alfred Molina, Michael Murphy, Melora Walters",1999,R,189 min,5.329
3939,Freedomland,Movie,United States,Joe Roth,"Samuel L. Jackson, Julianne Moore, Edie Falco, Ron Eldard, William Forsythe, Aunjanue Ellis, Anthony Mackie, LaTanya Richardson Jackson, Clarke Peters, Peter Friedman, Domenick Lombardozzi",2006,R,113 min,5.325
3940,Whispers,Movie,Lebanon,Maroun Baghdadi,"Nadia Tueni, Ziad Rahbani",1980,TV-14,93 min,5.313
3941,Whispers,Movie, Canada,Maroun Baghdadi,"Nadia Tueni, Ziad Rahbani",1980,TV-14,93 min,5.313
3942,Whispers,Movie, France,Maroun Baghdadi,"Nadia Tueni, Ziad Rahbani",1980,TV-14,93 min,5.313
3943,To All the Boys I’ve Loved Before,Movie,United States,Susan Johnson,"Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Andrew Bachelor, Trezzo Mahoro, Madaleine Arthur, Israel Broussard, Emilija Baranac, John Corbett",2018,TV-14,100 min,5.313
3944,La diosa del asfalto,Movie,Mexico,Julián Hernández,"Ximena Romo, Mabel Cadena, Alejandra Herrera, Nelly González, Samantha Orozco, Axel Arenas, Esteban Caicedo, Paulina Goto, Raquel Robles, Baby Bátiz, Pascacio López, Juán Carlos Torres, Javier Oliván, Claudia Lobo, Giovanna Zacarías",2020,TV-MA,127 min,5.308
3945,Zoot Suit,Movie,United States,Luis Valdez,"Daniel Valdez, Edward James Olmos, Charles Aidman, Tyne Daly, John Anderson, Abel Franco, Mike Gomez, Francis X. McCarthy, Alma Martínez, Lupe Ontiveros, Tony Plana",1981,R,103 min,5.303
3946,The Lamb,Movie,United States,Timothy Reckart,"Steven Yeun, Keegan-Michael Key, Aidy Bryant, Gina Rodriguez, Zachary Levi, Christopher Plummer, Ving Rhames, Gabriel Iglesias, Kelly Clarkson, Anthony Anderson, Patricia Heaton, Kris Kristofferson, Kristin Chenoweth, Mariah Carey, Oprah Winfrey, Tyler Perry, Tracy Morgan",2017,PG,86 min,5.301
3947,Ahista Ahista,Movie,India,Shivam Nair,"Abhay Deol, Soha Ali Khan, Shayan Munshi, Kamini Khanna, Sohrab Ardeshir, Murad Ali, Shakeel Khan, Natasha Sinha, Brijendra Kala",2006,TV-14,122 min,5.3
3948,American Experience: The Island Murder,Movie,United States,Mark Zwonitzer,Blair Brown,2018,TV-14,53 min,5.3
3949,The Tigers of Scotland,Movie,United Kingdom,Leanne Gater,Iain Glen,2017,TV-G,58 min,5.3
3950,Maurício Meirelles: Generating Chaos,Movie,Brazil,Diego Pignataro,Maurício Meirelles,2020,TV-MA,63 min,5.3
3951,Miss Julie,Movie,Norway,Liv Ullmann,"Jessica Chastain, Colin Farrell, Samantha Morton, Nora McMenamy",2014,PG-13,130 min,5.3
3952,Miss Julie,Movie, United Kingdom,Liv Ullmann,"Jessica Chastain, Colin Farrell, Samantha Morton, Nora McMenamy",2014,PG-13,130 min,5.3
3953,Miss Julie,Movie, France,Liv Ullmann,"Jessica Chastain, Colin Farrell, Samantha Morton, Nora McMenamy",2014,PG-13,130 min,5.3
