,Title,Type,Country,Release Year,Rating,Duration,Vote Average
1175,Mr. Arkadin,MOVIE, 'FR'],1955,PG,95,7.004
1176,Strange Days,MOVIE,['US'],1995,R,145,7.002
1177,Shallow Grave,MOVIE,['GB'],1994,R,92,7.001
1178,Elizabeth I,MOVIE,['US',2005,Unknown,223,7.0
1179,Elizabeth I,MOVIE, 'GB'],2005,Unknown,223,7.0
1180,The Accused,MOVIE,['CA',1988,R,111,7.0
1181,The Accused,MOVIE, 'US'],1988,R,111,7.0
1182,The Matrix Reloaded,MOVIE,['US'],2003,R,138,7.0
1183,Police Story 2,MOVIE,['HK'],1988,PG-13,101,7.0
1184,My American Uncle,MOVIE,['FR'],1980,PG,125,7.0
1185,Wag the Dog,MOVIE,['US'],1998,R,97,7.0
1186,Jimmy Carter: Rock & Roll President,MOVIE,['US'],2020,Unknown,95,7.0
1187,A Room with a View,MOVIE,['GB'],1986,Unknown,116,7.0
1188,40 Years a Prisoner,MOVIE,['US'],2020,Unknown,110,7.0
1189,Moms Mabley,MOVIE,['US'],2013,Unknown,72,7.0
1190,Lindsey Vonn: The Final Season,MOVIE,['US'],2019,Unknown,89,7.0
1191,Life's Too Short Easter Special,MOVIE,['US'],2013,Unknown,56,7.0
1192,Hard Times: Lost on Long Island,MOVIE,['US'],2012,Unknown,90,7.0
1193,Comradeship,MOVIE,['DE',1931,Unknown,93,7.0
1194,Comradeship,MOVIE, 'FR'],1931,Unknown,93,7.0
1195,Insecure: The End,MOVIE,['US'],2021,Unknown,62,7.0
1196,At Last,MOVIE,['US'],2020,Unknown,13,7.0
1197,The Promise,MOVIE,['US',2017,PG-13,133,7.0
1198,The Promise,MOVIE, 'ES'],2017,PG-13,133,7.0
1199,Western Stars,MOVIE,['US'],2019,PG,83,7.0
1200,Kill Chain: The Cyber War on America's Elections,MOVIE,['US'],2020,Unknown,91,7.0
1201,Vixen: The Movie,MOVIE,['US'],2017,Unknown,75,7.0
1202,Juno,MOVIE,['US'],2007,PG-13,96,7.0
1203,The Education of Mohammad Hussein,MOVIE,['US'],2012,Unknown,38,7.0
1204,The Naked Kiss,MOVIE,['US'],1964,Unknown,93,7.0
1205,The Latino List: Volume 2,MOVIE,['US'],2012,Unknown,49,7.0
1206,The Lost Honor of Katharina Blum,MOVIE,['DE'],1976,R,106,7.0
1207,Ahir Shah: Dots,MOVIE,[],2021,Unknown,61,7.0
1208,Mann v. Ford,MOVIE,['US'],2011,G,105,7.0
1209,Jerrod Carmichael: Rothaniel,MOVIE,['US'],2022,Unknown,55,7.0
1210,Halfway,MOVIE,['US'],2019,Unknown,16,7.0
1211,Monsieur Hulot's Holiday,MOVIE,['FR'],1953,Unknown,87,7.0
1212,It Will be Chaos,MOVIE,['IT'],2018,Unknown,93,7.0
1213,Jimi Plays Monterey,MOVIE,['US'],1987,Unknown,50,7.0
1214,The Many Lives of Nick Buoniconti,MOVIE,['US'],2019,PG,74,7.0
1215,I Miss You,MOVIE,['BO',2019,Unknown,105,7.0
1216,I Miss You,MOVIE, 'US'],2019,Unknown,105,7.0
1217,Green Lantern: Beware My Power,MOVIE,['US'],2022,PG-13,87,7.0
1218,Intervista,MOVIE,['IT'],1987,Unknown,107,7.0
1219,Dr. No,MOVIE,['GB'],1962,PG,110,7.0
1220,Superman/Batman: Public Enemies,MOVIE,['US'],2009,PG-13,67,7.0
1221,I Can't Do This But I CAN Do That: A Film for Families about Learning Differences,MOVIE,['US'],2010,Unknown,31,7.0
1222,L'amore,MOVIE,['IT'],1956,Unknown,75,7.0
1223,When the Levees Broke: A Requiem in Four Acts,MOVIE,['US'],2006,PG,255,7.0
1224,The Most Dangerous Game,MOVIE,['US'],1932,PG-13,63,7.0
1225,Toe Tag Parole: To Live and Die on Yard A,MOVIE,['US'],2015,Unknown,80,7.0
1226,The Rite,MOVIE,['SE'],1969,Unknown,76,7.0
1227,The Automat,MOVIE,['US'],2022,Unknown,79,7.0
1228,Black Panthers,MOVIE,['FR'],1968,Unknown,28,7.0
1229,Eyimofe (This Is My Desire),MOVIE,['NG'],2021,Unknown,116,7.0
1230,Foreign Correspondent,MOVIE,['US',1940,Unknown,120,7.0
1231,Foreign Correspondent,MOVIE, 'GB'],1940,Unknown,120,7.0
1232,My Neighbors the Yamadas,MOVIE,['JP'],1999,PG,104,7.0
1233,The Princess,MOVIE,['DE',2022,PG-13,109,7.0
1234,The Princess,MOVIE, 'GB'],2022,PG-13,109,7.0
1235,Boy Erased,MOVIE,['AU',2019,R,115,7.0
1236,Boy Erased,MOVIE, 'US'],2019,R,115,7.0
1237,A Costume for Nicolas,MOVIE,['MX'],2020,Unknown,80,7.0
1238,LEGO DC Comics Super Heroes: Justice League - Attack of the Legion of Doom!,MOVIE,['US'],2015,Unknown,77,7.0
1239,Batman & Mr. Freeze: SubZero,MOVIE,['US'],1998,Unknown,67,7.0
1240,The Pentagon Wars,MOVIE,['US'],1998,R,104,7.0
1241,Carnival of Souls,MOVIE,['US'],1962,Unknown,78,7.0
1242,Benny's Video,MOVIE,['AT',1993,Unknown,110,7.0
1243,Benny's Video,MOVIE, 'CH'],1993,Unknown,110,7.0
1244,Max Steiner: Maestro of Movie Music,MOVIE,['US'],2019,Unknown,120,7.0
1245,Katrina Babies,MOVIE,['US'],2022,R,81,7.0
1246,Homegrown: The Counter-Terror Dilemma,MOVIE,['US'],2016,Unknown,93,7.0
1247,Justice League: Throne of Atlantis,MOVIE,['US'],2015,PG-13,72,7.0
1248,Meet Me in St. Louis,MOVIE,['US'],1945,Unknown,113,7.0
1249,It's a Hard Truth Ain't It,MOVIE,['US'],2019,Unknown,75,7.0
1250,We Are the Dream: The Kids of the Oakland MLK Oratorical Fest,MOVIE,['US'],2020,Unknown,58,7.0
1251,Risky Drinking,MOVIE,['US'],2016,Unknown,82,7.0
1252,Nichols and May: Take Two,MOVIE,[],1996,Unknown,55,7.0
1253,The Lobster,MOVIE,['IE',2015,R,118,7.0
1254,The Lobster,MOVIE, 'NL',2015,R,118,7.0
1255,The Lobster,MOVIE, 'GB',2015,R,118,7.0
1256,The Lobster,MOVIE, 'FR',2015,R,118,7.0
1257,The Lobster,MOVIE, 'GR'],2015,R,118,7.0
1258,Nudo Mixteco,MOVIE,['MX'],2021,PG-13,91,7.0
1259,49th Parallel,MOVIE,['GB'],1941,Unknown,123,7.0
1260,City Dump: The Story of the 1951 CCNY Basketball Scandal,MOVIE,['US'],1998,Unknown,57,7.0
1261,Promare,MOVIE,['JP'],2019,PG-13,111,7.0
1262,Children of a Lesser God,MOVIE,['US'],1986,R,119,6.986
1263,Beau Travail,MOVIE,['FR'],2000,Unknown,90,6.985
1264,Creed II,MOVIE,['US'],2018,PG-13,130,6.984
1265,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),MOVIE,['US'],2020,R,109,6.981
1266,Master of the House,MOVIE,['DK'],1925,Unknown,107,6.978
1267,Frailty,MOVIE,['US',2002,R,100,6.977
1268,Frailty,MOVIE, 'IT',2002,R,100,6.977
1269,Frailty,MOVIE, 'DE'],2002,R,100,6.977
1270,The Batman vs. Dracula,MOVIE,['US'],2005,Unknown,83,6.976
1271,Before I Fall,MOVIE,['US'],2017,PG-13,98,6.976
1272,The Queen,MOVIE,['GB',2006,PG-13,103,6.973
1273,The Queen,MOVIE, 'FR',2006,PG-13,103,6.973
1274,The Queen,MOVIE, 'IT'],2006,PG-13,103,6.973
1275,Stargate,MOVIE,['US',1994,Unknown,121,6.968
1276,Stargate,MOVIE, 'FR'],1994,Unknown,121,6.968
1277,Shock Corridor,MOVIE,['US'],1963,Unknown,102,6.966
1278,High Society,MOVIE,['US'],1956,Unknown,111,6.964
1279,San Francisco,MOVIE,['US'],1936,Unknown,115,6.962
1280,The Kid Brother,MOVIE,['US'],1927,Unknown,83,6.959
1281,Blithe Spirit,MOVIE,['GB'],1945,Unknown,96,6.958
1282,Dogfight,MOVIE,['US'],1991,R,89,6.955
1283,Charlie St. Cloud,MOVIE,['US'],2010,PG-13,99,6.953
1284,RocknRolla,MOVIE,['FR',2008,R,114,6.952
1285,RocknRolla,MOVIE, 'GB',2008,R,114,6.952
1286,RocknRolla,MOVIE, 'US'],2008,R,114,6.952
1287,Identifying Features,MOVIE,['MX',2020,Unknown,95,6.95
1288,Identifying Features,MOVIE, 'ES'],2020,Unknown,95,6.95
1289,Gorillas in the Mist,MOVIE,['US'],1988,Unknown,129,6.948
1290,Deathstroke: Knights & Dragons - The Movie,MOVIE,['US'],2020,R,87,6.943
1291,Insidious,MOVIE,['US',2011,PG-13,103,6.941
1292,Insidious,MOVIE, 'CA'],2011,PG-13,103,6.941
1293,Insomnia,MOVIE,['US'],2002,R,118,6.938
1294,Trouble with the Curve,MOVIE,['US'],2012,PG-13,111,6.935
1295,Swiss Army Man,MOVIE,['US',2016,R,97,6.935
1296,Swiss Army Man,MOVIE, 'SE'],2016,R,97,6.935
1297,Nine to Five,MOVIE,['US'],1980,PG,110,6.933
1298,Woman of the Year,MOVIE,['US'],1942,Unknown,114,6.931
1299,Elvis on Tour,MOVIE,['US'],1972,G,93,6.925
1300,Metropolitan,MOVIE,['ES',1990,PG-13,99,6.924
1301,Metropolitan,MOVIE, 'US'],1990,PG-13,99,6.924
1302,Superman vs. The Elite,MOVIE,['US'],2012,PG-13,76,6.92
1303,The Witches,MOVIE,['US',1990,PG,91,6.919
1304,The Witches,MOVIE, 'GB'],1990,PG,91,6.919
1305,Step Up Revolution,MOVIE,['US'],2012,PG-13,99,6.918
1306,Shot Caller,MOVIE,['US'],2017,R,121,6.918
1307,Cameraperson,MOVIE,['US'],2017,Unknown,102,6.917
1308,White Chicks,MOVIE,['US'],2004,PG-13,109,6.917
1309,Green Lantern: First Flight,MOVIE,['US'],2009,PG-13,75,6.912
1310,Tom & Jerry,MOVIE,['US'],2021,PG,101,6.912
1311,Barbarian,MOVIE,['US'],2022,R,102,6.91
1312,The Pilgrim,MOVIE,['US'],1923,Unknown,59,6.907
1313,The Witch,MOVIE,['US',2015,R,92,6.906
1314,The Witch,MOVIE,['US',1906,Unknown,13,6.2
1315,The Witch,MOVIE, 'BR',2015,R,92,6.906
1316,The Witch,MOVIE, 'BR',1906,Unknown,13,6.2
1317,The Witch,MOVIE, 'CA',2015,R,92,6.906
1318,The Witch,MOVIE, 'CA',1906,Unknown,13,6.2
1319,The Witch,MOVIE, 'GB'],2015,R,92,6.906
1320,The Witch,MOVIE, 'GB'],1906,Unknown,13,6.2
1321,The Big Chill,MOVIE,['US'],1983,R,101,6.906
1322,All Star Superman,MOVIE,['US'],2011,PG,70,6.905
1323,Frequently Asked Questions About Time Travel,MOVIE,['GB'],2009,PG-13,83,6.904
1324,Dr. Jack,MOVIE,['US'],1922,Unknown,60,6.904
1325,Bumping Into Broadway,MOVIE,['US'],1919,Unknown,25,6.904
1326,Ice on Fire,MOVIE,['US'],2019,Unknown,98,6.902
1327,Frank,MOVIE,['IE',2014,R,96,6.9
1328,Frank,MOVIE, 'GB'],2014,R,96,6.9
1329,Tie Me Up! Tie Me Down!,MOVIE,['ES'],1990,NC-17,111,6.9
1330,The Tin Drum,MOVIE,['DE',1979,R,142,6.9
1331,The Tin Drum,MOVIE, 'FR',1979,R,142,6.9
1332,The Tin Drum,MOVIE, 'PL'],1979,R,142,6.9
1333,Pride and Prejudice,MOVIE,['US'],1940,Unknown,117,6.9
1334,A Man's Story,MOVIE,['GB'],2012,Unknown,98,6.9
1335,Space Jam: A New Legacy,MOVIE,['US'],2021,PG,120,6.9
1336,Some Kind of Wonderful,MOVIE,['US'],1987,PG-13,95,6.9
1337,An Eastern Westerner,MOVIE,['US'],1920,Unknown,27,6.9
1338,The Perfect Weapon,MOVIE,['US'],2020,Unknown,87,6.9
1339,Mona Lisa,MOVIE,['GB'],1986,R,100,6.9
1340,In Which We Serve,MOVIE,['GB'],1942,Unknown,114,6.9
1341,Stromboli,MOVIE,['US',1950,Unknown,105,6.9
1342,Stromboli,MOVIE, 'IT'],1950,Unknown,105,6.9
1343,Autism: The Musical,MOVIE,['US'],2007,Unknown,93,6.9
1344,Game Change,MOVIE,['US'],2012,Unknown,118,6.9
1345,Lewis Black:  Black on Broadway,MOVIE,['US'],2004,Unknown,58,6.9
1346,Sinister,MOVIE,['CA',2012,R,110,6.9
1347,Sinister,MOVIE, 'GB',2012,R,110,6.9
1348,Sinister,MOVIE, 'US'],2012,R,110,6.9
1349,A Taste of Honey,MOVIE,['GB'],1961,Unknown,100,6.9
1350,Notorious,MOVIE,['US'],2009,R,122,6.9
1351,LEGO DC Super Hero Girls: Super-Villain High,MOVIE,['US'],2018,Unknown,78,6.9
1352,My Favorite Shapes by Julio Torres,MOVIE,['US'],2019,Unknown,57,6.9
1353,The Fence (La Barda),MOVIE,['CA'],2011,Unknown,36,6.9
1354,The Coward,MOVIE,['IN'],1965,Unknown,70,6.9
1355,Enemy,MOVIE,['FR',2013,R,91,6.9
1356,Enemy,MOVIE, 'ES',2013,R,91,6.9
1357,Enemy,MOVIE, 'CA'],2013,R,91,6.9
1358,Journeys with George,MOVIE,['US'],2003,Unknown,79,6.9
1359,Force Majeure,MOVIE,['FR',2014,R,118,6.9
1360,Force Majeure,MOVIE, 'NO',2014,R,118,6.9
1361,Force Majeure,MOVIE, 'SE',2014,R,118,6.9
1362,Force Majeure,MOVIE, 'DK'],2014,R,118,6.9
1363,King Tweety,MOVIE,['US'],2022,PG,72,6.9
1364,Mandabi,MOVIE,['FR',1968,Unknown,90,6.9
1365,Mandabi,MOVIE, 'SN'],1968,Unknown,90,6.9
1366,A King in New York,MOVIE,['US',1957,G,104,6.9
1367,A King in New York,MOVIE, 'GB'],1957,G,104,6.9
1368,The Mystery of D.B. Cooper,MOVIE,['GB'],2020,Unknown,87,6.9
1369,Divergent,MOVIE,['US'],2014,PG-13,139,6.9
1370,Locke,MOVIE,['GB',2014,R,85,6.9
1371,Locke,MOVIE, 'US'],2014,R,85,6.9
1372,Einstein and Eddington,MOVIE,['GB'],2008,PG-13,90,6.9
1373,For Neda,MOVIE,['US'],2010,Unknown,67,6.9
1374,David Lynch: The Art Life,MOVIE,['US',2017,Unknown,88,6.9
1375,David Lynch: The Art Life,MOVIE, 'DK'],2017,Unknown,88,6.9
1376,Bill Maher: The Decider,MOVIE,['US'],2007,Unknown,60,6.9
1377,Jagged,MOVIE,['US'],2021,Unknown,99,6.9
1378,Recount,MOVIE,['US'],2008,PG-13,111,6.9
1379,L'Argent,MOVIE,['FR',1983,Unknown,85,6.9
1380,L'Argent,MOVIE, 'CH'],1983,Unknown,85,6.9
1381,The Crying Game,MOVIE,['IE',1992,R,112,6.9
1382,The Crying Game,MOVIE, 'JP',1992,R,112,6.9
1383,The Crying Game,MOVIE, 'GB'],1992,R,112,6.9
1384,Shake! Otis at Monterey,MOVIE,['US'],1987,Unknown,19,6.9
1385,The Night Porter,MOVIE,['IT'],1974,R,118,6.9
1386,The Jacket,MOVIE,['US',2005,R,103,6.9
1387,The Jacket,MOVIE, 'DE'],2005,R,103,6.9
1388,GoldenEye,MOVIE,['GB',1995,PG-13,130,6.9
1389,GoldenEye,MOVIE, 'US'],1995,PG-13,130,6.9
1390,Batman Returns,MOVIE,['US'],1992,PG-13,126,6.9
1391,Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse,MOVIE,['US'],2022,Unknown,79,6.9
1392,Batman: Soul of the Dragon,MOVIE,['US'],2021,R,83,6.9
1393,Tom and Jerry Cowboy Up!,MOVIE,['US'],2022,G,75,6.9
1394,Manhunt: The Inside Story of the Hunt for Bin Laden,MOVIE,['GB',2013,Unknown,100,6.9
1395,Manhunt: The Inside Story of the Hunt for Bin Laden,MOVIE, 'US',2013,Unknown,100,6.9
1396,Manhunt: The Inside Story of the Hunt for Bin Laden,MOVIE, 'AF'],2013,Unknown,100,6.9
1397,Summertime,MOVIE,['US',1955,Unknown,100,6.9
1398,Summertime,MOVIE, 'GB'],1955,Unknown,100,6.9
1399,LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,MOVIE,['US'],2016,Unknown,78,6.9
1400,Icebox,MOVIE,['US'],2018,Unknown,86,6.9
1401,Confirmation,MOVIE,['US'],2016,Unknown,110,6.9
1402,Mona Lisa Smile,MOVIE,['US'],2003,PG-13,117,6.9
1403,Lean on Pete,MOVIE,['GB'],2018,R,121,6.9
1404,The War of the Roses,MOVIE,['US'],1989,R,116,6.9
1405,Banksy Does New York,MOVIE,['US'],2015,Unknown,79,6.9
1406,The Trans List,MOVIE,['US'],2016,Unknown,57,6.9
1407,South Central,MOVIE,['US'],1992,R,99,6.9
1408,All That Breathes,MOVIE,['US',2022,Unknown,97,6.9
1409,All That Breathes,MOVIE, 'IN',2022,Unknown,97,6.9
1410,All That Breathes,MOVIE, 'GB'],2022,Unknown,97,6.9
1411,The Murder of Fred Hampton,MOVIE,['US'],1972,Unknown,88,6.9
1412,Aquaman,MOVIE,['US'],2018,PG-13,143,6.899
1413,Terror of Mechagodzilla,MOVIE,['JP'],1975,G,83,6.893
1414,The Bad News Bears,MOVIE,['US'],1976,PG,102,6.891
1415,Escape from Kabul,MOVIE,['GB',2022,R,82,6.889
1416,Escape from Kabul,MOVIE, 'US',2022,R,82,6.889
1417,Escape from Kabul,MOVIE, 'FR'],2022,R,82,6.889
1418,A Woman of Paris: A Drama of Fate,MOVIE,['US'],1923,Unknown,78,6.882
1419,The Importance of Being Earnest,MOVIE,['FR',2002,PG,97,6.879
1420,The Importance of Being Earnest,MOVIE, 'GB',2002,PG,97,6.879
1421,The Importance of Being Earnest,MOVIE, 'US'],2002,PG,97,6.879
1422,A Story of Floating Weeds,MOVIE,['JP'],1934,Unknown,86,6.866
1423,Malignant,MOVIE,['US'],2021,R,111,6.865
1424,Two English Girls,MOVIE,['FR'],1971,Unknown,130,6.864
1425,Don't Worry Darling,MOVIE,['US'],2022,R,123,6.863
1426,Becoming Mike Nichols,MOVIE,['US'],2016,Unknown,72,6.857
1427,Blended,MOVIE,['US',2014,PG-13,117,6.853
1428,Blended,MOVIE, 'ZA'],2014,PG-13,117,6.853
1429,Godzilla vs. Hedorah,MOVIE,['JP'],1971,PG,85,6.847
1430,Bill Maher: Victory Begins at Home,MOVIE,['US'],2003,Unknown,60,6.846
1431,American Hustle,MOVIE,['US'],2013,R,138,6.843
1432,Language Lessons,MOVIE,['US'],2021,Unknown,91,6.839
1433,Pu-239,MOVIE,['US'],2006,R,97,6.837
1434,Space Jam,MOVIE,['US'],1996,PG,88,6.837
1435,Innerspace,MOVIE,['US'],1987,PG,120,6.833
1436,Hook,MOVIE,['US'],1991,PG,142,6.833
1437,Justice League: The New Frontier,MOVIE,['US'],2008,PG-13,75,6.831
1438,Krisha,MOVIE,['US'],2016,R,81,6.829
1439,The King's Man,MOVIE,['GB',2021,R,131,6.827
1440,The King's Man,MOVIE, 'US'],2021,R,131,6.827
1441,Overboard,MOVIE,['US'],1987,PG,106,6.826
1442,Tommy Boy,MOVIE,['US'],1995,PG-13,98,6.82
1443,Never Weaken,MOVIE,['US'],1921,Unknown,29,6.819
1444,I Married a Witch,MOVIE,['US'],1942,Unknown,74,6.81
1445,Invasion of Astro-Monster,MOVIE,['JP'],1965,G,96,6.807
1446,Shoulder Arms,MOVIE,['US'],1918,Unknown,45,6.806
1447,We're the Millers,MOVIE,['US'],2013,R,110,6.802
1448,Westfront 1918,MOVIE,['DE'],1930,Unknown,97,6.8
1449,White Eye,MOVIE,['IL'],2019,Unknown,21,6.8
1450,The Méliès Mystery,MOVIE,['FR'],2021,Unknown,60,6.8
1451,Ali & Cavett: The Tale of the Tapes,MOVIE,['US'],2020,Unknown,95,6.8
1452,Twist of Faith,MOVIE,['US'],2004,Unknown,87,6.8
1453,After Truth: Disinformation and the Cost of Fake News,MOVIE,['US'],2020,Unknown,95,6.8
1454,Mannequin,MOVIE,['US'],1987,PG,89,6.8
1455,A Private War,MOVIE,['GB',2018,R,106,6.8
1456,A Private War,MOVIE, 'US'],2018,R,106,6.8
1457,The B-Side: Elsa Dorfman's Portrait Photography,MOVIE,['US'],2017,R,76,6.8
1458,Four Weddings and a Funeral,MOVIE,['GB'],1994,R,117,6.8
1459,There's Something Wrong with Aunt Diane,MOVIE,['US'],2011,Unknown,100,6.8
1460,Bay of Angels,MOVIE,['MC',1963,Unknown,79,6.8
1461,Bay of Angels,MOVIE, 'FR'],1963,Unknown,79,6.8
1462,The Mule,MOVIE,['US',2018,R,116,6.8
1463,The Mule,MOVIE, 'CA'],2018,R,116,6.8
1464,Non-Stop,MOVIE,['GB',2014,PG-13,106,6.8
1465,Non-Stop,MOVIE, 'US',2014,PG-13,106,6.8
1466,Non-Stop,MOVIE, 'CA',2014,PG-13,106,6.8
1467,Non-Stop,MOVIE, 'FR'],2014,PG-13,106,6.8
1468,Cop Land,MOVIE,['US'],1997,R,104,6.8
1469,Hear and Now,MOVIE,['US'],2007,Unknown,85,6.8
1470,To Be or Not to Be,MOVIE,['US'],1942,G,99,7.898
1471,To Be or Not to Be,MOVIE,['US'],1983,PG,107,6.8
1472,Dan Soder: Son of a Gary,MOVIE,['US'],2019,Unknown,62,6.8
1473,Tig Notaro: Boyish Girl Interrupted,MOVIE,['US'],2015,Unknown,55,6.8
1474,Bill Maher: But I'm Not Wrong,MOVIE,['US'],2010,Unknown,79,6.8
1475,Warm Springs,MOVIE,['US'],2005,Unknown,121,6.8
1476,By the People: The Election of Barack Obama,MOVIE,['US'],2009,Unknown,116,6.8
1477,Mel Brooks: Live at the Geffen,MOVIE,['US'],2015,Unknown,58,6.8
1478,The Rink,MOVIE,['US'],1916,G,30,6.8
1479,King in the Wilderness,MOVIE,['US'],2018,Unknown,111,6.8
1480,Suited,MOVIE,['US'],2016,Unknown,78,6.8
1481,Mrs. Winterbourne,MOVIE,['US'],1996,PG-13,104,6.8
1482,Wanda,MOVIE,['US'],1971,PG,102,6.8
1483,Whip It,MOVIE,['US'],2009,PG-13,111,6.8
1484,Impractical Jokers: The Movie,MOVIE,['US'],2020,PG-13,92,6.8
1485,Justice League vs. the Fatal Five,MOVIE,['US'],2019,PG-13,87,6.8
1486,Mr. Saturday Night,MOVIE,['US'],2021,Unknown,83,6.8
1487,Showbiz Kids,MOVIE,['US'],2020,Unknown,95,6.8
1488,Everyday People,MOVIE,['US'],2006,Unknown,91,6.8
1489,Let Me In,MOVIE,['US',2010,R,116,6.8
1490,Let Me In,MOVIE, 'GB'],2010,R,116,6.8
1491,Fantastic Beasts: The Secrets of Dumbledore,MOVIE,['US',2022,PG-13,142,6.8
1492,Fantastic Beasts: The Secrets of Dumbledore,MOVIE, 'GB'],2022,PG-13,142,6.8
1493,Baltimore Rising,MOVIE,['US'],2017,Unknown,93,6.8
1494,Unmasking Jihadi John: Anatomy of a Terrorist,MOVIE,['GB',2019,Unknown,90,6.8
1495,Unmasking Jihadi John: Anatomy of a Terrorist,MOVIE, 'US'],2019,Unknown,90,6.8
1496,Armageddon,MOVIE,['US'],1998,PG-13,151,6.8
1497,Song of Parkland,MOVIE,['US'],2019,PG,30,6.8
1498,La Ciénaga,MOVIE,['FR',2001,R,99,6.8
1499,La Ciénaga,MOVIE, 'ES',2001,R,99,6.8
1500,La Ciénaga,MOVIE, 'AR',2001,R,99,6.8
1501,La Ciénaga,MOVIE, 'JP'],2001,R,99,6.8
1502,Tour de Pharmacy,MOVIE,['US'],2017,Unknown,41,6.8
1503,We Are Not Done Yet,MOVIE,['US'],2018,PG,40,6.8
1504,John McCain: For Whom the Bell Tolls,MOVIE,['US'],2018,PG,104,6.8
1505,Step Up All In,MOVIE,['US'],2014,PG-13,112,6.8
1506,Deadwood: The Movie,MOVIE,['US'],2019,R,110,6.8
1507,This Place Rules,MOVIE,['US'],2022,Unknown,82,6.8
1508,My Beautiful Laundrette,MOVIE,['GB'],1985,R,98,6.8
1509,And Starring Pancho Villa as Himself,MOVIE,['US'],2003,Unknown,112,6.8
1510,Roadrunner: A Film About Anthony Bourdain,MOVIE,['US'],2021,R,119,6.8
1511,Skate Kitchen,MOVIE,['US'],2018,R,116,6.8
1512,The Laramie Project,MOVIE,['US'],2002,Unknown,95,6.8
1513,Chitty Chitty Bang Bang,MOVIE,['GB'],1968,G,144,6.8
1514,Wild Rose,MOVIE,['US',2019,R,101,6.8
1515,Wild Rose,MOVIE, 'GB',2019,R,101,6.8
1516,Wild Rose,MOVIE, 'CA'],2019,R,101,6.8
1517,Lego DC Comics Super Heroes: The Flash,MOVIE,['US'],2018,Unknown,78,6.8
1518,Necessary Evil: Super-Villains of DC Comics,MOVIE,['US'],2020,Unknown,99,6.8
1519,LEGO DC Super Heroes - Aquaman: Rage Of Atlantis,MOVIE,['US'],2018,PG,77,6.8
1520,Romeo + Juliet,MOVIE,['MX',1996,PG-13,120,6.798
1521,Romeo + Juliet,MOVIE, 'US'],1996,PG-13,120,6.798
1522,Napoleon Dynamite,MOVIE,['US'],2004,PG,95,6.797
1523,Romance on the High Seas,MOVIE,['US'],1948,Unknown,99,6.795
1524,Win Win,MOVIE,['US'],2011,R,106,6.793
1525,Bad Education,MOVIE,['US'],2020,Unknown,108,6.789
1526,Pretty in Pink,MOVIE,['US'],1986,PG-13,96,6.78
1527,The Book of Eli,MOVIE,['US'],2010,R,118,6.777
1528,The Last Wave,MOVIE,['AU'],1977,PG,106,6.775
1529,Little Women,MOVIE,['US'],1949,Unknown,121,7.4
1530,Little Women,MOVIE,['US'],1933,Unknown,115,6.767
1531,Richard III,MOVIE,['GB'],1956,Unknown,155,7.143
1532,Richard III,MOVIE,['GB'],1996,R,104,6.765
1533,Hannibal,MOVIE,['US',2001,R,131,6.762
1534,Hannibal,MOVIE, 'GB'],2001,R,131,6.762
1535,Michael Clayton,MOVIE,['US'],2007,R,120,6.762
1536,The Honeymoon Killers,MOVIE,['US'],1970,R,107,6.761
1537,Destroy All Monsters,MOVIE,['JP'],1968,G,89,6.755
1538,A Prayer Before Dawn,MOVIE,['CN',2018,R,116,6.752
1539,A Prayer Before Dawn,MOVIE, 'FR',2018,R,116,6.752
1540,A Prayer Before Dawn,MOVIE, 'GB',2018,R,116,6.752
1541,A Prayer Before Dawn,MOVIE, 'US',2018,R,116,6.752
1542,A Prayer Before Dawn,MOVIE, 'KH'],2018,R,116,6.752
1543,Slacker,MOVIE,['US'],1991,R,97,6.749
1544,Westworld,MOVIE,['US'],1973,PG-13,88,6.749
1545,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,MOVIE,['US',2006,R,84,6.747
1546,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,MOVIE, 'GB'],2006,R,84,6.747
1547,The First Wives Club,MOVIE,['US'],1996,PG,102,6.747
1548,How the Grinch Stole Christmas,MOVIE,['DE',2000,PG,104,6.746
1549,How the Grinch Stole Christmas,MOVIE, 'US'],2000,PG,104,6.746
1550,The Firm,MOVIE,['US'],1993,R,155,6.738
1551,Superman II,MOVIE,['GB',1980,PG,127,6.738
1552,Superman II,MOVIE, 'US'],1980,PG,127,6.738
1553,Scanners,MOVIE,['CA'],1981,R,103,6.735
1554,Reminiscence,MOVIE,['US'],2021,PG-13,116,6.735
1555,Mikey and Nicky,MOVIE,['US'],1976,R,119,6.734
1556,"See No Evil, Hear No Evil",MOVIE,['US'],1989,R,103,6.733
1557,Hitman's Wife's Bodyguard,MOVIE,['US'],2021,R,117,6.733
1558,Woman Walks Ahead,MOVIE,['GB',2018,R,98,6.723
1559,Woman Walks Ahead,MOVIE, 'US'],2018,R,98,6.723
1560,Up in Smoke,MOVIE,['US'],1978,R,86,6.722
1561,Escape Plan,MOVIE,['US'],2013,R,115,6.721
1562,Hot Summer Nights,MOVIE,['US'],2018,R,107,6.718
