,Type,Title,Country,Release Year,Rating,Duration,Genres,Vote Average
1824,MOVIE,The Tale,"['US', 'DE']",2018,R,109,"['drama', 'thriller']",7.1
1923,MOVIE,Downton Abbey,"['US', 'GB']",2019,PG,122,"['history', 'drama', 'romance', 'european']",7.1
831,MOVIE,This Boy's Life,['US'],1993,R,114,['drama'],7.1
1057,MOVIE,Garden State,['US'],2004,R,102,"['drama', 'romance', 'comedy']",7.098
357,MOVIE,Dodes'ka-den,['JP'],1971,Unknown,140,['drama'],7.095
83,MOVIE,The Four Feathers,['GB'],1939,Unknown,129,"['drama', 'romance', 'war', 'history', 'action']",7.095
1616,MOVIE,The Man from U.N.C.L.E.,['US'],2015,PG-13,116,"['action', 'comedy']",7.091
1125,MOVIE,Religulous,['US'],2008,R,101,"['comedy', 'war', 'documentation']",7.089
1247,MOVIE,Love Don't Co$t a Thing,['US'],2003,PG-13,100,"['comedy', 'drama', 'romance']",7.084
365,MOVIE,Shadows,['US'],1959,PG,87,"['drama', 'music', 'romance']",7.079
1644,MOVIE,The End of the Tour,['US'],2015,R,106,['drama'],7.078
407,MOVIE,Love in the Afternoon,['US'],1957,Unknown,130,"['comedy', 'drama', 'crime', 'romance']",7.078
324,MOVIE,Mothra vs. Godzilla,['JP'],1964,Unknown,89,"['drama', 'action', 'scifi', 'fantasy']",7.078
975,MOVIE,Sideways,"['HU', 'US']",2004,R,126,"['comedy', 'drama', 'romance']",7.07
2194,MOVIE,West Side Story,['US'],2021,PG-13,157,"['romance', 'crime', 'drama']",7.07
61,MOVIE,Nanook of the North,"['US', 'FR']",1922,Unknown,79,['documentation'],7.068
699,MOVIE,Waiting for Guffman,['US'],1997,R,84,['comedy'],7.067
276,MOVIE,The Last Detail,['US'],1974,R,104,"['drama', 'comedy']",7.066
1237,MOVIE,Jim Jefferies: I Swear to God,['US'],2009,Unknown,58,"['comedy', 'documentation']",7.065
288,MOVIE,An American in Paris,['US'],1951,Unknown,113,"['comedy', 'drama', 'romance']",7.059
289,MOVIE,Black Orpheus,"['BR', 'FR', 'IT']",1959,PG,100,"['drama', 'music', 'romance', 'fantasy', 'european']",7.05
266,MOVIE,The Fly,['US'],1958,Unknown,94,"['horror', 'drama', 'scifi']",7.05
33,MOVIE,The Freshman,['US'],1925,Unknown,76,"['comedy', 'music', 'romance', 'sport', 'family']",7.049
2012,MOVIE,Wonder Woman: Bloodlines,['US'],2019,PG-13,83,"['fantasy', 'action', 'animation']",7.045
1917,MOVIE,Shazam!,['US'],2019,PG-13,132,"['comedy', 'action', 'fantasy']",7.039
1558,MOVIE,Son of Batman,['US'],2014,PG-13,74,"['animation', 'action']",7.037
282,MOVIE,The Swimming Pool,"['FR', 'IT']",1969,PG,122,"['drama', 'european', 'romance', 'crime']",7.035
418,MOVIE,Godzilla vs. Mechagodzilla,['JP'],1974,G,84,"['action', 'family', 'fantasy', 'scifi', 'horror']",7.033
978,MOVIE,Constantine,"['DE', 'US']",2005,R,116,"['horror', 'fantasy', 'action']",7.033
114,MOVIE,Pay Day,['US'],1922,Unknown,21,['comedy'],7.031
1759,MOVIE,First Reformed,"['US', 'AU', 'GB']",2018,R,113,"['drama', 'thriller']",7.025
756,MOVIE,The Thirteenth Floor,"['DE', 'US']",1999,R,100,"['scifi', 'thriller']",7.025
782,MOVIE,Star Trek VI: The Undiscovered Country,['US'],1991,PG,113,"['thriller', 'scifi', 'action']",7.023
734,MOVIE,The Rainmaker,['US'],1997,PG-13,135,"['drama', 'thriller', 'crime']",7.02
460,MOVIE,The Big Shave,['US'],1967,Unknown,6,['horror'],7.02
2163,MOVIE,Nightmare Alley,['US'],2021,R,150,"['crime', 'drama', 'thriller', 'action', 'fantasy', 'horror']",7.02
2312,MOVIE,Fantastic Beasts: A Natural History,['GB'],2022,Unknown,58,['documentation'],7.02
58,MOVIE,Pygmalion,['GB'],1939,Unknown,96,"['comedy', 'drama', 'romance']",7.019
254,MOVIE,Journey to the Center of the Earth,['US'],1960,Unknown,132,"['fantasy', 'family', 'action', 'romance', 'scifi']",7.019
1527,MOVIE,Cutie and the Boxer,['US'],2013,R,81,['documentation'],7.016
719,MOVIE,From Dusk Till Dawn,['US'],1996,R,108,"['horror', 'thriller', 'action', 'crime']",7.007
833,MOVIE,The Full Monty,['GB'],1997,R,91,"['comedy', 'drama']",7.006
666,MOVIE,Coup de Torchon,['FR'],1981,Unknown,128,"['drama', 'comedy', 'crime', 'european']",7.006
1049,MOVIE,61*,['US'],2001,R,129,"['drama', 'history', 'sport']",7.005
327,MOVIE,Oliver!,['GB'],1968,G,153,"['drama', 'family']",7.004
374,MOVIE,Mr. Arkadin,"['ES', 'CH', 'FR']",1955,PG,95,"['drama', 'thriller', 'european', 'crime']",7.004
694,MOVIE,Strange Days,['US'],1995,R,145,"['drama', 'thriller', 'crime', 'scifi', 'action']",7.002
711,MOVIE,Shallow Grave,['GB'],1994,R,92,"['thriller', 'crime']",7.001
1126,MOVIE,Elizabeth I,"['US', 'GB']",2005,Unknown,223,"['history', 'drama']",7.0
616,MOVIE,The Accused,"['CA', 'US']",1988,R,111,"['drama', 'crime']",7.0
1029,MOVIE,The Matrix Reloaded,['US'],2003,R,138,"['thriller', 'scifi', 'documentation', 'action']",7.0
601,MOVIE,Police Story 2,['HK'],1988,PG-13,101,"['thriller', 'action', 'comedy', 'crime']",7.0
369,MOVIE,My American Uncle,['FR'],1980,PG,125,"['comedy', 'drama', 'european', 'romance']",7.0
721,MOVIE,Wag the Dog,['US'],1998,R,97,"['drama', 'comedy']",7.0
2001,MOVIE,Jimmy Carter: Rock & Roll President,['US'],2020,Unknown,95,"['music', 'documentation', 'history']",7.0
545,MOVIE,A Room with a View,['GB'],1986,Unknown,116,"['romance', 'drama', 'comedy']",7.0
2055,MOVIE,40 Years a Prisoner,['US'],2020,Unknown,110,"['documentation', 'crime']",7.0
1560,MOVIE,Moms Mabley,['US'],2013,Unknown,72,"['documentation', 'comedy']",7.0
2036,MOVIE,Lindsey Vonn: The Final Season,['US'],2019,Unknown,89,"['documentation', 'sport']",7.0
1548,MOVIE,Life's Too Short Easter Special,['US'],2013,Unknown,56,['comedy'],7.0
1420,MOVIE,Hard Times: Lost on Long Island,['US'],2012,Unknown,90,['documentation'],7.0
131,MOVIE,Comradeship,"['DE', 'FR']",1931,Unknown,93,"['drama', 'european']",7.0
2337,MOVIE,Insecure: The End,['US'],2021,Unknown,62,['documentation'],7.0
2126,MOVIE,At Last,['US'],2020,Unknown,13,['drama'],7.0
1825,MOVIE,The Promise,"['US', 'ES']",2017,PG-13,133,"['romance', 'history', 'action', 'drama', 'war', 'european']",7.0
2003,MOVIE,Western Stars,['US'],2019,PG,83,"['music', 'documentation', 'western']",7.0
2075,MOVIE,Kill Chain: The Cyber War on America's Elections,['US'],2020,Unknown,91,['documentation'],7.0
1891,MOVIE,Vixen: The Movie,['US'],2017,Unknown,75,"['animation', 'action', 'fantasy', 'scifi']",7.0
985,MOVIE,Juno,['US'],2007,PG-13,96,"['drama', 'comedy']",7.0
1453,MOVIE,The Education of Mohammad Hussein,['US'],2012,Unknown,38,['drama'],7.0
323,MOVIE,The Naked Kiss,['US'],1964,Unknown,93,"['crime', 'drama']",7.0
1450,MOVIE,The Latino List: Volume 2,['US'],2012,Unknown,49,['documentation'],7.0
322,MOVIE,The Lost Honor of Katharina Blum,['DE'],1976,R,106,"['drama', 'european', 'crime']",7.0
2382,MOVIE,Ahir Shah: Dots,[],2021,Unknown,61,['comedy'],7.0
1442,MOVIE,Mann v. Ford,['US'],2011,G,105,['documentation'],7.0
2217,MOVIE,Jerrod Carmichael: Rothaniel,['US'],2022,Unknown,55,['comedy'],7.0
2132,MOVIE,Halfway,['US'],2019,Unknown,16,['drama'],7.0
364,MOVIE,Monsieur Hulot's Holiday,['FR'],1953,Unknown,87,"['comedy', 'european']",7.0
1880,MOVIE,It Will be Chaos,['IT'],2018,Unknown,93,['documentation'],7.0
672,MOVIE,Jimi Plays Monterey,['US'],1987,Unknown,50,"['music', 'documentation']",7.0
1995,MOVIE,The Many Lives of Nick Buoniconti,['US'],2019,PG,74,"['documentation', 'sport']",7.0
2061,MOVIE,I Miss You,"['BO', 'US']",2019,Unknown,105,['drama'],7.0
2200,MOVIE,Green Lantern: Beware My Power,['US'],2022,PG-13,87,"['animation', 'action', 'scifi']",7.0
668,MOVIE,Intervista,['IT'],1987,Unknown,107,"['drama', 'comedy', 'european', 'fantasy']",7.0
181,MOVIE,Dr. No,['GB'],1962,PG,110,"['thriller', 'action']",7.0
1189,MOVIE,Superman/Batman: Public Enemies,['US'],2009,PG-13,67,"['action', 'scifi', 'animation']",7.0
1331,MOVIE,I Can't Do This But I CAN Do That: A Film for Families about Learning Differences,['US'],2010,Unknown,31,"['documentation', 'family']",7.0
478,MOVIE,L'amore,['IT'],1956,Unknown,75,"['drama', 'european']",7.0
1348,MOVIE,When the Levees Broke: A Requiem in Four Acts,['US'],2006,PG,255,['documentation'],7.0
32,MOVIE,The Most Dangerous Game,['US'],1932,PG-13,63,"['action', 'thriller', 'horror']",7.0
1744,MOVIE,Toe Tag Parole: To Live and Die on Yard A,['US'],2015,Unknown,80,['documentation'],7.0
403,MOVIE,The Rite,['SE'],1969,Unknown,76,"['drama', 'european']",7.0
2190,MOVIE,The Automat,['US'],2022,Unknown,79,"['documentation', 'history']",7.0
465,MOVIE,Black Panthers,['FR'],1968,Unknown,28,['documentation'],7.0
2307,MOVIE,Eyimofe (This Is My Desire),['NG'],2021,Unknown,116,['drama'],7.0
73,MOVIE,Foreign Correspondent,"['US', 'GB']",1940,Unknown,120,"['thriller', 'war', 'action', 'romance']",7.0
889,MOVIE,My Neighbors the Yamadas,['JP'],1999,PG,104,"['animation', 'comedy', 'family']",7.0
2184,MOVIE,The Princess,"['DE', 'GB']",2022,PG-13,109,"['documentation', 'history', 'drama']",7.0
1990,MOVIE,Boy Erased,"['AU', 'US']",2019,R,115,['drama'],7.0
2086,MOVIE,A Costume for Nicolas,['MX'],2020,Unknown,80,"['animation', 'family']",7.0
1720,MOVIE,LEGO DC Comics Super Heroes: Justice League - Attack of the Legion of Doom!,['US'],2015,Unknown,77,"['action', 'animation']",7.0
862,MOVIE,Batman & Mr. Freeze: SubZero,['US'],1998,Unknown,67,"['action', 'animation']",7.0
813,MOVIE,The Pentagon Wars,['US'],1998,R,104,"['comedy', 'drama', 'war', 'european']",7.0
267,MOVIE,Carnival of Souls,['US'],1962,Unknown,78,['horror'],7.0
857,MOVIE,Benny's Video,"['AT', 'CH']",1993,Unknown,110,"['crime', 'drama', 'thriller', 'european']",7.0
2125,MOVIE,Max Steiner: Maestro of Movie Music,['US'],2019,Unknown,120,"['documentation', 'music']",7.0
2253,MOVIE,Katrina Babies,['US'],2022,R,81,['documentation'],7.0
1688,MOVIE,Homegrown: The Counter-Terror Dilemma,['US'],2016,Unknown,93,['documentation'],7.0
1696,MOVIE,Justice League: Throne of Atlantis,['US'],2015,PG-13,72,"['action', 'scifi', 'animation']",7.0
3,MOVIE,Meet Me in St. Louis,['US'],1945,Unknown,113,"['drama', 'family', 'romance', 'music', 'comedy']",7.0
1985,MOVIE,It's a Hard Truth Ain't It,['US'],2019,Unknown,75,"['animation', 'documentation']",7.0
2092,MOVIE,We Are the Dream: The Kids of the Oakland MLK Oratorical Fest,['US'],2020,Unknown,58,"['documentation', 'history']",7.0
1739,MOVIE,Risky Drinking,['US'],2016,Unknown,82,['documentation'],7.0
933,MOVIE,Nichols and May: Take Two,[],1996,Unknown,55,['documentation'],7.0
1615,MOVIE,The Lobster,"['IE', 'NL', 'GB', 'FR', 'GR']",2015,R,118,"['comedy', 'drama', 'european', 'romance', 'scifi', 'thriller']",7.0
2299,MOVIE,Nudo Mixteco,['MX'],2021,PG-13,91,['drama'],7.0
56,MOVIE,49th Parallel,['GB'],1941,Unknown,123,"['thriller', 'drama', 'war']",7.0
938,MOVIE,City Dump: The Story of the 1951 CCNY Basketball Scandal,['US'],1998,Unknown,57,"['documentation', 'history', 'sport']",7.0
2011,MOVIE,Promare,['JP'],2019,PG-13,111,"['scifi', 'thriller', 'animation', 'action', 'comedy', 'drama', 'fantasy']",7.0
603,MOVIE,Children of a Lesser God,['US'],1986,R,119,"['drama', 'romance']",6.986
725,MOVIE,Beau Travail,['FR'],2000,Unknown,90,"['drama', 'european', 'war']",6.985
1751,MOVIE,Creed II,['US'],2018,PG-13,130,"['action', 'drama', 'sport']",6.984
1921,MOVIE,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),['US'],2020,R,109,"['crime', 'action', 'comedy']",6.981
128,MOVIE,Master of the House,['DK'],1925,Unknown,107,"['drama', 'comedy', 'european']",6.978
1043,MOVIE,Frailty,"['US', 'IT', 'DE']",2002,R,100,"['thriller', 'drama', 'crime']",6.977
1211,MOVIE,The Batman vs. Dracula,['US'],2005,Unknown,83,"['action', 'animation']",6.976
1831,MOVIE,Before I Fall,['US'],2017,PG-13,98,"['fantasy', 'drama', 'thriller']",6.976
991,MOVIE,The Queen,"['GB', 'FR', 'IT']",2006,PG-13,103,"['drama', 'european', 'history']",6.973
749,MOVIE,Stargate,"['US', 'FR']",1994,Unknown,121,"['action', 'scifi']",6.968
333,MOVIE,Shock Corridor,['US'],1963,Unknown,102,"['thriller', 'drama']",6.966
386,MOVIE,High Society,['US'],1956,Unknown,111,"['romance', 'comedy', 'music']",6.964
124,MOVIE,San Francisco,['US'],1936,Unknown,115,"['drama', 'music', 'romance']",6.962
22,MOVIE,The Kid Brother,['US'],1927,Unknown,83,"['western', 'comedy', 'drama', 'family', 'romance']",6.959
108,MOVIE,Blithe Spirit,['GB'],1945,Unknown,96,"['comedy', 'fantasy']",6.958
874,MOVIE,Dogfight,['US'],1991,R,89,"['comedy', 'drama', 'romance']",6.955
1177,MOVIE,Charlie St. Cloud,['US'],2010,PG-13,99,"['drama', 'romance', 'fantasy']",6.953
1042,MOVIE,RocknRolla,"['FR', 'GB', 'US']",2008,R,114,"['thriller', 'crime', 'action', 'european']",6.952
1935,MOVIE,Identifying Features,"['MX', 'ES']",2020,Unknown,95,['drama'],6.95
643,MOVIE,Gorillas in the Mist,['US'],1988,Unknown,129,['drama'],6.948
2059,MOVIE,Deathstroke: Knights & Dragons - The Movie,['US'],2020,R,87,"['animation', 'action', 'scifi']",6.943
1371,MOVIE,Insidious,"['US', 'CA']",2011,PG-13,103,"['horror', 'thriller']",6.941
984,MOVIE,Insomnia,['US'],2002,R,118,"['thriller', 'documentation', 'drama']",6.938
1375,MOVIE,Trouble with the Curve,['US'],2012,PG-13,111,"['drama', 'romance', 'sport']",6.935
1614,MOVIE,Swiss Army Man,"['US', 'SE']",2016,R,97,"['fantasy', 'drama', 'romance', 'comedy']",6.935
197,MOVIE,Nine to Five,['US'],1980,PG,110,['comedy'],6.933
99,MOVIE,Woman of the Year,['US'],1942,Unknown,114,"['comedy', 'drama', 'sport', 'romance']",6.931
451,MOVIE,Elvis on Tour,['US'],1972,G,93,"['music', 'documentation']",6.925
634,MOVIE,Metropolitan,"['ES', 'US']",1990,PG-13,99,"['romance', 'comedy', 'drama']",6.924
1425,MOVIE,Superman vs. The Elite,['US'],2012,PG-13,76,"['animation', 'action']",6.92
556,MOVIE,The Witches,"['US', 'GB']",1990,PG,91,"['fantasy', 'horror', 'comedy', 'family', 'thriller', 'action', 'european']",6.919
1410,MOVIE,Step Up Revolution,['US'],2012,PG-13,99,"['drama', 'romance', 'music']",6.918
1764,MOVIE,Shot Caller,['US'],2017,R,121,"['thriller', 'drama', 'crime']",6.918
1817,MOVIE,Cameraperson,['US'],2017,Unknown,102,"['documentation', 'war', 'history']",6.917
999,MOVIE,White Chicks,['US'],2004,PG-13,109,"['comedy', 'crime']",6.917
1225,MOVIE,Green Lantern: First Flight,['US'],2009,PG-13,75,"['animation', 'action', 'documentation']",6.912
2232,MOVIE,Tom & Jerry,['US'],2021,PG,101,"['comedy', 'animation', 'family', 'fantasy', 'action']",6.912
2144,MOVIE,Barbarian,['US'],2022,R,102,"['thriller', 'horror']",6.91
87,MOVIE,The Pilgrim,['US'],1923,Unknown,59,"['comedy', 'western']",6.907
1617,MOVIE,The Witch,"['US', 'BR', 'CA', 'GB']",2015,R,92,"['drama', 'horror', 'thriller', 'history', 'fantasy', 'european']",6.906
538,MOVIE,The Big Chill,['US'],1983,R,101,"['comedy', 'drama', 'european']",6.906
1429,MOVIE,All Star Superman,['US'],2011,PG,70,"['animation', 'action']",6.905
1079,MOVIE,Frequently Asked Questions About Time Travel,['GB'],2009,PG-13,83,"['comedy', 'drama', 'scifi']",6.904
89,MOVIE,Dr. Jack,['US'],1922,Unknown,60,"['comedy', 'romance']",6.904
125,MOVIE,Bumping Into Broadway,['US'],1919,Unknown,25,['comedy'],6.904
2052,MOVIE,Ice on Fire,['US'],2019,Unknown,98,['documentation'],6.902
1533,MOVIE,Frank,"['IE', 'GB']",2014,R,96,"['comedy', 'drama', 'european', 'music']",6.9
628,MOVIE,Tie Me Up! Tie Me Down!,['ES'],1990,NC-17,111,"['drama', 'romance', 'comedy', 'crime', 'european']",6.9
352,MOVIE,The Tin Drum,"['DE', 'FR', 'PL']",1979,R,142,"['drama', 'war', 'european']",6.9
101,MOVIE,Pride and Prejudice,['US'],1940,Unknown,117,"['drama', 'romance']",6.9
1439,MOVIE,A Man's Story,['GB'],2012,Unknown,98,['documentation'],6.9
2252,MOVIE,Space Jam: A New Legacy,['US'],2021,PG,120,"['comedy', 'family', 'scifi', 'sport', 'crime', 'war', 'animation', 'action', 'fantasy']",6.9
551,MOVIE,Some Kind of Wonderful,['US'],1987,PG-13,95,"['drama', 'romance', 'european']",6.9
138,MOVIE,An Eastern Westerner,['US'],1920,Unknown,27,"['comedy', 'western']",6.9
2071,MOVIE,The Perfect Weapon,['US'],2020,Unknown,87,['documentation'],6.9
621,MOVIE,Mona Lisa,['GB'],1986,R,100,"['drama', 'romance', 'crime']",6.9
104,MOVIE,In Which We Serve,['GB'],1942,Unknown,114,"['drama', 'war']",6.9
85,MOVIE,Stromboli,"['US', 'IT']",1950,Unknown,105,"['drama', 'european']",6.9
1297,MOVIE,Autism: The Musical,['US'],2007,Unknown,93,"['documentation', 'music']",6.9
1392,MOVIE,Game Change,['US'],2012,Unknown,118,"['drama', 'history', 'european']",6.9
1308,MOVIE,Lewis Black:  Black on Broadway,['US'],2004,Unknown,58,"['comedy', 'documentation']",6.9
1367,MOVIE,Sinister,"['CA', 'GB', 'US']",2012,R,110,"['thriller', 'horror']",6.9
371,MOVIE,A Taste of Honey,['GB'],1961,Unknown,100,['drama'],6.9
1230,MOVIE,Notorious,['US'],2009,R,122,"['history', 'music', 'drama', 'crime']",6.9
1893,MOVIE,LEGO DC Super Hero Girls: Super-Villain High,['US'],2018,Unknown,78,"['action', 'animation', 'comedy', 'family', 'fantasy', 'scifi']",6.9
1954,MOVIE,My Favorite Shapes by Julio Torres,['US'],2019,Unknown,57,['comedy'],6.9
1428,MOVIE,The Fence (La Barda),['CA'],2011,Unknown,36,"['documentation', 'drama']",6.9
404,MOVIE,The Coward,['IN'],1965,Unknown,70,"['drama', 'romance']",6.9
1466,MOVIE,Enemy,"['FR', 'ES', 'CA']",2013,R,91,"['thriller', 'drama']",6.9
1334,MOVIE,Journeys with George,['US'],2003,Unknown,79,['documentation'],6.9
1469,MOVIE,Force Majeure,"['FR', 'NO', 'SE', 'DK']",2014,R,118,"['drama', 'comedy', 'european']",6.9
2278,MOVIE,King Tweety,['US'],2022,PG,72,"['animation', 'comedy', 'family']",6.9
481,MOVIE,Mandabi,"['FR', 'SN']",1968,Unknown,90,"['comedy', 'drama']",6.9
408,MOVIE,A King in New York,"['US', 'GB']",1957,G,104,"['comedy', 'drama']",6.9
1971,MOVIE,The Mystery of D.B. Cooper,['GB'],2020,Unknown,87,"['documentation', 'crime', 'history']",6.9
1477,MOVIE,Divergent,['US'],2014,PG-13,139,"['action', 'scifi']",6.9
1482,MOVIE,Locke,"['GB', 'US']",2014,R,85,['drama'],6.9
1258,MOVIE,Einstein and Eddington,['GB'],2008,PG-13,90,"['drama', 'history']",6.9
1309,MOVIE,For Neda,['US'],2010,Unknown,67,"['documentation', 'history']",6.9
1862,MOVIE,David Lynch: The Art Life,"['US', 'DK']",2017,Unknown,88,['documentation'],6.9
1261,MOVIE,Bill Maher: The Decider,['US'],2007,Unknown,60,"['comedy', 'documentation']",6.9
2219,MOVIE,Jagged,['US'],2021,Unknown,99,"['documentation', 'music']",6.9
1065,MOVIE,Recount,['US'],2008,PG-13,111,"['drama', 'history']",6.9
632,MOVIE,L'Argent,"['FR', 'CH']",1983,Unknown,85,"['drama', 'european', 'crime']",6.9
797,MOVIE,The Crying Game,"['IE', 'JP', 'GB']",1992,R,112,"['drama', 'thriller', 'crime', 'romance', 'sport']",6.9
674,MOVIE,Shake! Otis at Monterey,['US'],1987,Unknown,19,"['documentation', 'music']",6.9
337,MOVIE,The Night Porter,['IT'],1974,R,118,"['drama', 'romance', 'war', 'european']",6.9
1011,MOVIE,The Jacket,"['US', 'DE']",2005,R,103,"['scifi', 'fantasy', 'thriller', 'drama', 'european']",6.9
714,MOVIE,GoldenEye,"['GB', 'US']",1995,PG-13,130,"['thriller', 'action']",6.9
731,MOVIE,Batman Returns,['US'],1992,PG-13,126,"['fantasy', 'action', 'crime']",6.9
2327,MOVIE,Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse,['US'],2022,Unknown,79,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']",6.9
2298,MOVIE,Batman: Soul of the Dragon,['US'],2021,R,83,"['action', 'crime', 'fantasy', 'animation']",6.9
2319,MOVIE,Tom and Jerry Cowboy Up!,['US'],2022,G,75,"['western', 'family', 'animation', 'comedy']",6.9
1574,MOVIE,Manhunt: The Inside Story of the Hunt for Bin Laden,"['GB', 'US', 'AF']",2013,Unknown,100,"['documentation', 'history', 'war']",6.9
263,MOVIE,Summertime,"['US', 'GB']",1955,Unknown,100,"['comedy', 'drama', 'romance']",6.9
1737,MOVIE,LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,['US'],2016,Unknown,78,['comedy'],6.9
1818,MOVIE,Icebox,['US'],2018,Unknown,86,['drama'],6.9
1719,MOVIE,Confirmation,['US'],2016,Unknown,110,"['drama', 'history']",6.9
1056,MOVIE,Mona Lisa Smile,['US'],2003,PG-13,117,"['romance', 'drama']",6.9
1826,MOVIE,Lean on Pete,['GB'],2018,R,121,"['drama', 'sport', 'family']",6.9
638,MOVIE,The War of the Roses,['US'],1989,R,116,"['comedy', 'drama', 'romance']",6.9
1713,MOVIE,Banksy Does New York,['US'],2015,Unknown,79,['documentation'],6.9
1716,MOVIE,The Trans List,['US'],2016,Unknown,57,['documentation'],6.9
867,MOVIE,South Central,['US'],1992,R,99,"['crime', 'drama']",6.9
2142,MOVIE,All That Breathes,"['US', 'IN', 'GB']",2022,Unknown,97,['documentation'],6.9
291,MOVIE,The Murder of Fred Hampton,['US'],1972,Unknown,88,"['documentation', 'crime', 'history']",6.9
1763,MOVIE,Aquaman,['US'],2018,PG-13,143,"['action', 'fantasy', 'scifi']",6.899
388,MOVIE,Terror of Mechagodzilla,['JP'],1975,G,83,"['action', 'family', 'scifi', 'drama']",6.893
230,MOVIE,The Bad News Bears,['US'],1976,PG,102,"['comedy', 'sport', 'drama', 'family']",6.891
2256,MOVIE,Escape from Kabul,"['GB', 'US', 'FR']",2022,R,82,"['documentation', 'history']",6.889
100,MOVIE,A Woman of Paris: A Drama of Fate,['US'],1923,Unknown,78,"['drama', 'romance']",6.882
1143,MOVIE,The Importance of Being Earnest,"['FR', 'GB', 'US']",2002,PG,97,"['drama', 'comedy', 'romance', 'european']",6.879
118,MOVIE,A Story of Floating Weeds,['JP'],1934,Unknown,86,['drama'],6.866
2180,MOVIE,Malignant,['US'],2021,R,111,"['thriller', 'horror', 'crime', 'action', 'drama']",6.865
362,MOVIE,Two English Girls,['FR'],1971,Unknown,130,"['drama', 'european', 'romance']",6.864
2148,MOVIE,Don't Worry Darling,['US'],2022,R,123,"['thriller', 'scifi', 'horror', 'crime', 'drama']",6.863
